id,fecha,cliente_id,producto_id,cantidad,descuento_pct,empleado_id,sucursal_id,forma_pago_id
159,2024-10-21,104,63,1,0.1,12,5,4
160,2024-07-08,127,43,1,0.0,23,6,4
161,2024-12-09,141,49,1,0.0,7,7,5
162,2024-07-06,114,66,1,0.05,8,8,4
163,2024-07-04,303,34,1,0.0,23,6,2
164,2024-12-11,270,7,1,0.0,22,5,5
165,2023-12-06,304,46,1,0.05,28,8,3
166,2024-06-30,131,54,1,0.0,7,7,3
167,2024-11-05,239,91,2,0.1,21,3,2
168,2024-09-24,186,63,2,0.05,23,6,6
169,2023-07-08,200,39,1,0.0,5,5,1
170,2024-10-26,216,85,1,0.0,8,8,3
171,2023-08-08,29,35,2,0.0,7,7,6
172,2024-06-23,34,88,1,0.0,26,3,3
173,2023-04-05,313,48,1,0.05,20,4,4
174,2024-01-23,312,74,1,0.1,23,6,6
175,2023-10-02,275,47,1,0.15,23,6,1
176,2023-05-01,43,2,1,0.05,15,1,3
177,2023-04-17,67,92,1,0.0,20,4,1
178,2024-12-10,78,24,1,0.0,22,5,3
179,2023-08-06,195,74,2,0.1,27,5,2
180,2024-03-14,177,46,1,0.05,2,2,1
181,2024-01-15,235,92,1,0.15,12,5,6
182,2023-10-17,16,91,2,0.05,3,3,1
183,2024-11-22,396,62,1,0.0,15,1,2
184,2024-04-16,74,25,1,0.05,29,7,3
185,2023-12-16,145,55,1,0.0,2,2,3
186,2023-09-17,279,3,1,0.0,1,1,6
187,2023-11-22,226,56,1,0.0,2,2,5
188,2023-07-20,68,98,2,0.05,16,8,1
189,2023-10-19,49,71,1,0.0,24,4,6
190,2023-10-07,218,35,2,0.0,30,2,6
191,2024-08-28,3,68,1,0.0,27,5,5
192,2024-11-05,45,64,1,0.0,23,6,4
193,2023-03-22,115,13,2,0.05,24,4,1
194,2023-04-24,26,1,2,0.0,13,8,2
195,2023-09-19,291,95,1,0.0,3,3,6
196,2024-09-23,261,72,1,0.0,11,2,2
197,2023-11-11,263,88,1,0.05,3,3,4
198,2024-09-27,231,48,3,0.05,17,6,3
199,2023-06-10,302,113,2,0.1,4,4,6
200,2024-08-29,190,109,1,0.0,15,1,3
201,2023-02-08,231,67,1,0.05,29,7,3
202,2024-02-13,335,100,1,0.0,20,4,3
203,2023-08-30,91,79,1,0.0,12,5,4
204,2024-10-26,338,112,2,0.05,9,4,1
205,2024-10-12,341,17,1,0.0,1,1,1
206,2023-10-08,34,96,2,0.15,10,2,1
207,2024-05-09,29,8,2,0.0,17,6,6
208,2024-06-19,271,8,3,0.05,10,2,3
209,2023-01-17,281,95,1,0.0,1,1,1
210,2023-04-28,70,99,1,0.0,29,7,3
211,2023-10-17,121,58,1,0.1,4,4,3
212,2023-02-28,151,56,1,0.05,1,1,2
213,2024-04-20,149,91,2,0.05,2,2,2
214,2023-09-04,194,41,2,0.0,1,1,1
215,2023-06-09,106,38,1,0.0,9,4,1
216,2023-11-08,300,41,1,0.0,26,3,1
217,2024-02-01,298,49,2,0.05,1,1,2
218,2023-02-16,59,11,2,0.0,26,3,1
219,2023-08-10,369,119,1,0.0,7,7,2
220,2023-08-13,98,59,4,0.05,21,3,4
221,2024-12-02,236,53,1,0.0,1,1,6
222,2024-01-01,61,95,2,0.0,4,4,5
223,2023-12-25,44,105,3,0.05,30,2,3
224,2024-10-07,361,87,1,0.05,30,2,2
225,2024-04-07,116,1,3,0.0,9,4,4
226,2023-12-06,178,55,1,0.05,26,3,3
227,2024-08-02,264,2,1,0.0,27,5,3
228,2023-10-18,73,12,1,0.0,7,7,3
229,2023-03-04,81,10,1,0.0,6,6,4
230,2024-04-27,318,34,3,0.0,19,3,2
231,2023-06-09,243,102,2,0.0,31,2,3
232,2024-09-21,168,112,2,0.0,4,4,1
233,2024-07-03,325,112,1,0.0,17,6,1
234,2024-01-24,19,44,2,0.0,19,3,3
235,2023-10-27,33,85,1,0.0,4,4,1
236,2024-08-25,223,93,1,0.1,6,6,2
237,2024-11-06,308,91,1,0.0,24,4,3
238,2024-08-20,351,110,1,0.0,22,5,4
239,2023-01-05,332,78,1,0.0,15,1,3
240,2023-05-31,24,82,1,0.0,7,7,3
241,2024-01-24,155,92,2,0.1,4,4,6
242,2024-09-27,319,34,1,0.05,6,6,1
243,2023-07-24,213,69,1,0.05,7,7,6
244,2024-01-24,183,72,1,0.05,22,5,4
245,2023-01-17,342,99,1,0.0,1,1,1
246,2023-04-22,206,102,1,0.05,19,3,1
247,2024-05-19,139,34,1,0.0,1,1,5
248,2024-10-09,227,111,1,0.0,9,4,1
249,2024-12-01,41,25,1,0.0,28,8,3
250,2024-09-21,324,43,1,0.05,15,1,1
251,2023-10-18,177,26,1,0.05,14,6,1
252,2023-02-28,192,93,2,0.15,25,6,6
253,2023-06-04,65,37,1,0.05,29,7,3
254,2024-07-30,208,20,1,0.05,31,2,5
255,2023-04-20,83,89,1,0.0,6,6,2
256,2024-06-15,56,66,1,0.0,14,6,5
257,2024-12-15,48,99,2,0.0,30,2,6
258,2023-05-06,105,108,2,0.0,29,7,6
259,2024-07-25,269,109,2,0.0,6,6,4
260,2024-07-14,53,88,1,0.0,14,6,1
261,2023-02-16,237,112,1,0.0,17,6,5
262,2023-09-02,260,114,2,0.0,2,2,4
263,2024-10-16,303,112,2,0.0,5,5,6
264,2024-01-06,207,103,1,0.0,15,1,1
265,2024-09-09,237,49,1,0.0,10,2,5
266,2023-11-16,240,65,1,0.0,30,2,2
267,2023-04-15,111,114,2,0.0,9,4,1
268,2023-11-15,284,15,1,0.05,17,6,5
269,2023-08-23,33,99,2,0.0,10,2,3
270,2023-03-08,111,102,2,0.0,15,1,3
271,2023-08-25,113,26,1,0.0,31,2,6
272,2023-08-19,169,93,1,0.0,29,7,3
273,2023-02-10,249,99,2,0.0,22,5,4
274,2023-04-01,348,62,1,0.0,23,6,3
275,2023-02-20,214,43,1,0.05,31,2,4
276,2024-01-18,160,83,1,0.0,9,4,6
277,2023-09-19,388,31,2,0.1,7,7,2
278,2023-06-03,47,57,1,0.15,29,7,5
279,2024-10-02,62,11,1,0.0,12,5,4
280,2023-04-15,117,72,3,0.0,6,6,1
281,2023-06-15,64,75,1,0.0,13,8,2
282,2024-10-04,140,102,1,0.1,14,6,5
283,2024-02-21,119,66,1,0.0,4,4,6
284,2023-08-19,147,32,1,0.05,7,7,2
285,2024-08-28,307,83,1,0.0,5,5,3
286,2023-01-22,94,17,2,0.05,30,2,6
287,2023-01-29,244,82,2,0.0,2,2,4
288,2023-01-11,385,57,1,0.0,13,8,3
289,2024-08-30,299,20,2,0.05,16,8,5
290,2023-06-22,272,84,2,0.0,27,5,6
291,2024-02-21,375,66,2,0.0,8,8,1
292,2024-07-14,81,25,3,0.0,25,6,2
293,2024-07-04,12,46,1,0.0,28,8,3
294,2024-11-11,146,58,3,0.0,4,4,3
295,2024-12-11,281,13,1,0.1,7,7,2
296,2023-07-11,91,95,1,0.05,8,8,4
297,2024-07-24,126,41,1,0.05,16,8,3
298,2023-09-08,139,118,1,0.05,8,8,6
299,2024-04-01,319,95,2,0.0,31,2,3
300,2023-06-20,222,67,1,0.05,30,2,4
301,2024-10-05,185,40,2,0.0,29,7,3
302,2023-11-28,249,44,1,0.05,29,7,4
303,2024-06-26,156,54,1,0.0,7,7,5
304,2023-02-09,146,59,2,0.0,7,7,2
305,2023-08-21,192,70,1,0.05,15,1,5
306,2024-05-26,321,105,1,0.05,31,2,3
307,2024-12-15,116,119,1,0.0,27,5,6
308,2023-10-09,193,57,2,0.0,28,8,5
309,2023-04-30,116,48,1,0.05,20,4,3
310,2023-06-23,367,31,2,0.0,15,1,4
311,2023-09-13,285,29,1,0.0,30,2,3
312,2023-11-13,194,90,1,0.05,10,2,4
313,2023-11-21,186,57,2,0.1,29,7,4
314,2023-03-07,81,4,1,0.1,30,2,6
315,2024-04-11,294,107,1,0.0,2,2,4
316,2024-04-13,224,81,4,0.0,21,3,6
317,2023-07-28,133,10,2,0.05,2,2,5
318,2023-08-11,387,39,1,0.0,18,4,1
319,2024-11-08,194,42,3,0.0,19,3,6
320,2024-10-09,152,101,1,0.0,26,3,6
321,2023-03-13,263,2,4,0.0,16,8,5
322,2023-06-10,189,47,1,0.0,26,3,3
323,2023-09-04,257,68,1,0.0,19,3,4
324,2024-09-05,187,3,1,0.1,16,8,4
325,2023-12-27,164,68,1,0.0,6,6,5
326,2023-11-29,344,117,3,0.0,1,1,3
327,2024-10-05,63,105,2,0.0,14,6,1
328,2024-06-11,208,110,4,0.05,29,7,6
329,2023-07-02,42,64,2,0.0,19,3,3
330,2024-04-25,211,34,2,0.0,23,6,1
331,2024-10-25,110,73,1,0.0,2,2,3
332,2023-04-03,399,34,1,0.0,15,1,5
333,2023-01-16,84,77,1,0.0,15,1,4
334,2023-11-27,316,82,1,0.0,18,4,1
335,2023-07-24,356,60,2,0.0,12,5,3
336,2023-07-06,316,106,1,0.0,17,6,1
337,2023-02-15,192,63,1,0.0,29,7,5
338,2024-01-12,364,9,1,0.1,23,6,6
339,2023-09-02,283,100,1,0.0,15,1,3
340,2023-06-21,279,21,1,0.0,1,1,3
341,2023-01-10,22,110,1,0.05,30,2,3
342,2023-10-31,273,74,1,0.05,10,2,1
343,2024-01-08,267,112,1,0.0,24,4,2
344,2023-11-11,295,48,1,0.15,5,5,1
345,2024-03-22,89,19,1,0.0,27,5,1
346,2024-03-09,189,86,1,0.15,1,1,4
347,2024-06-23,133,57,1,0.0,29,7,4
348,2023-09-09,116,75,1,0.1,16,8,5
349,2023-04-30,267,61,1,0.05,1,1,6
350,2023-08-31,281,119,1,0.05,16,8,5
351,2023-06-03,216,116,2,0.1,23,6,4
352,2023-07-06,14,59,1,0.1,8,8,4
353,2023-05-19,74,36,4,0.1,17,6,1
354,2023-04-17,317,37,1,0.0,12,5,6
355,2023-12-13,59,56,1,0.05,15,1,4
356,2023-12-11,13,94,1,0.1,6,6,4
357,2024-02-06,86,120,1,0.0,26,3,1
358,2024-05-11,322,21,1,0.0,7,7,3
359,2023-06-19,398,107,1,0.0,20,4,6
360,2024-01-24,309,120,4,0.0,8,8,3
361,2023-06-28,140,11,1,0.0,6,6,6
362,2024-11-11,145,119,1,0.05,6,6,1
363,2024-05-02,227,11,1,0.05,26,3,2
364,2024-10-24,36,58,1,0.0,7,7,1
365,2024-12-11,298,64,1,0.0,19,3,1
366,2023-08-04,271,44,2,0.1,11,2,2
367,2024-01-04,342,71,2,0.0,28,8,6
368,2024-01-05,215,9,1,0.0,9,4,1
369,2024-12-29,92,59,1,0.05,28,8,2
370,2023-06-12,379,5,1,0.0,16,8,3
371,2024-10-19,102,32,1,0.05,23,6,5
372,2023-12-21,199,36,1,0.0,22,5,2
373,2023-09-03,260,21,1,0.05,15,1,5
374,2024-06-18,305,65,2,0.0,21,3,1
375,2024-10-26,159,5,2,0.0,14,6,1
376,2024-06-17,103,44,2,0.05,13,8,1
377,2023-01-10,350,39,2,0.1,29,7,3
378,2024-06-11,381,66,1,0.0,31,2,6
379,2024-02-23,189,17,1,0.0,17,6,2
380,2023-09-01,272,89,1,0.0,12,5,2
381,2024-10-29,257,90,2,0.0,28,8,5
382,2024-12-16,391,42,1,0.0,16,8,4
383,2024-07-28,294,53,2,0.0,3,3,1
384,2024-04-29,231,63,1,0.0,32,3,1
385,2024-09-03,291,70,1,0.0,27,5,4
386,2024-08-01,56,53,1,0.0,11,2,3
387,2023-06-28,41,44,1,0.0,29,7,1
388,2023-06-28,87,35,1,0.05,19,3,2
389,2023-12-16,116,93,1,0.1,13,8,3
390,2024-09-02,65,4,1,0.05,15,1,2
391,2023-07-11,115,54,1,0.0,27,5,1
392,2023-04-29,91,17,1,0.0,29,7,1
393,2024-01-17,164,31,1,0.0,18,4,2
394,2023-05-10,123,82,2,0.0,1,1,2
395,2023-08-30,107,67,1,0.0,12,5,5
396,2023-03-20,2,76,2,0.05,12,5,5
397,2024-12-17,160,2,2,0.0,22,5,2
398,2024-01-03,280,88,1,0.1,10,2,3
399,2024-12-13,60,9,1,0.0,29,7,5
400,2023-01-26,138,91,1,0.05,1,1,5
401,2023-08-10,387,26,1,0.0,17,6,4
402,2023-02-13,389,67,2,0.0,17,6,3
403,2024-09-27,187,43,1,0.0,20,4,5
404,2023-01-30,384,58,2,0.0,24,4,1
405,2024-03-12,7,37,2,0.0,28,8,6
406,2024-07-06,282,115,2,0.1,7,7,4
407,2023-05-18,26,34,1,0.05,26,3,1
408,2024-07-04,86,55,1,0.0,32,3,1
409,2024-04-02,303,79,1,0.0,8,8,4
410,2023-11-25,349,48,1,0.1,17,6,2
411,2024-07-28,241,103,2,0.0,28,8,5
412,2024-03-24,87,119,3,0.1,11,2,2
413,2023-01-11,266,12,1,0.0,11,2,2
414,2024-01-13,390,83,2,0.0,32,3,1
415,2024-03-14,192,117,2,0.05,1,1,2
416,2024-12-12,361,118,3,0.0,24,4,6
417,2023-04-10,315,97,2,0.05,29,7,3
418,2023-03-07,54,113,1,0.0,25,6,1
419,2023-04-14,140,98,1,0.05,22,5,4
420,2024-11-10,188,44,1,0.05,29,7,6
421,2024-11-26,10,43,1,0.15,32,3,4
422,2024-06-01,10,118,1,0.0,10,2,6
423,2023-02-09,82,114,1,0.1,32,3,6
424,2023-06-13,271,20,1,0.0,16,8,4
425,2024-08-31,380,32,1,0.05,22,5,2
426,2024-04-21,6,103,1,0.15,7,7,3
427,2024-12-13,102,12,1,0.0,7,7,3
428,2024-03-21,251,52,3,0.0,13,8,5
429,2024-07-13,247,87,1,0.0,15,1,4
430,2023-12-25,248,9,1,0.0,13,8,6
431,2023-10-27,338,42,2,0.1,17,6,4
432,2023-01-27,372,27,1,0.0,19,3,1
433,2023-12-23,40,75,3,0.0,20,4,5
434,2023-10-10,287,112,2,0.15,12,5,2
435,2024-10-01,213,26,2,0.1,10,2,1
436,2023-09-15,243,80,2,0.0,15,1,6
437,2023-12-20,294,109,1,0.05,25,6,2
438,2024-08-17,217,108,1,0.0,27,5,5
439,2023-01-26,39,9,2,0.0,1,1,1
440,2023-02-13,355,101,1,0.0,1,1,4
441,2024-05-06,27,58,1,0.1,14,6,6
442,2023-02-09,134,96,1,0.0,7,7,2
443,2024-04-11,201,37,1,0.0,22,5,6
444,2024-11-06,51,59,1,0.0,32,3,3
445,2023-05-12,374,72,1,0.05,6,6,2
446,2024-12-25,350,30,2,0.0,3,3,1
447,2024-03-21,61,103,1,0.0,4,4,5
448,2024-04-03,185,83,1,0.05,15,1,2
449,2024-09-16,289,32,1,0.0,29,7,1
450,2024-09-22,52,111,1,0.0,1,1,6
451,2023-01-12,322,74,1,0.0,30,2,4
452,2023-08-17,14,2,3,0.0,32,3,6
453,2024-03-20,115,119,1,0.0,5,5,1
454,2024-05-13,281,30,1,0.0,3,3,2
455,2023-06-18,395,57,1,0.1,13,8,3
456,2024-01-17,123,31,1,0.1,13,8,4
457,2024-01-10,327,43,1,0.05,7,7,5
458,2023-07-20,287,41,1,0.0,13,8,4
459,2023-02-08,147,97,1,0.0,3,3,1
460,2024-05-30,83,95,1,0.0,30,2,4
461,2023-03-25,363,3,1,0.0,16,8,2
462,2024-07-21,280,107,1,0.0,10,2,4
463,2023-04-03,105,46,3,0.0,27,5,3
464,2024-10-08,70,83,1,0.15,19,3,3
465,2023-05-22,158,72,1,0.0,11,2,1
466,2024-06-22,207,25,1,0.0,8,8,3
467,2023-12-04,304,52,3,0.1,15,1,6
468,2023-09-14,310,61,1,0.0,10,2,6
469,2024-12-24,302,68,1,0.0,32,3,2
470,2024-06-22,86,30,1,0.0,1,1,3
471,2024-11-07,70,24,1,0.15,24,4,4
472,2024-01-27,48,57,1,0.0,16,8,1
473,2024-05-09,29,8,3,0.0,24,4,2
474,2023-07-19,194,22,1,0.0,6,6,1
475,2023-04-27,221,109,3,0.0,7,7,3
476,2023-10-31,267,22,1,0.0,7,7,2
477,2024-02-05,130,18,1,0.05,9,4,3
478,2024-01-16,233,62,1,0.0,22,5,5
479,2024-02-12,57,65,2,0.0,21,3,1
480,2023-01-12,376,53,1,0.05,30,2,3
481,2023-06-07,347,78,1,0.0,7,7,2
482,2024-05-16,77,1,1,0.0,14,6,1
483,2024-12-24,182,50,1,0.0,31,2,4
484,2024-04-06,289,95,1,0.0,32,3,1
485,2024-02-15,144,76,1,0.0,2,2,5
486,2024-09-12,150,38,1,0.05,6,6,5
487,2023-06-27,272,7,1,0.1,5,5,4
488,2024-11-22,231,75,2,0.0,7,7,5
489,2024-01-08,382,111,1,0.1,21,3,2
490,2023-02-01,271,95,1,0.0,7,7,3
491,2023-09-26,165,6,1,0.0,27,5,4
492,2023-06-20,287,11,1,0.05,14,6,2
493,2023-10-28,348,66,1,0.05,1,1,3
494,2024-06-18,355,114,1,0.15,6,6,3
495,2023-09-09,136,48,1,0.1,7,7,5
496,2023-08-23,372,21,1,0.0,24,4,1
497,2024-08-24,236,84,1,0.05,21,3,2
498,2023-12-24,42,31,2,0.0,16,8,6
499,2023-09-04,302,36,1,0.0,6,6,5
500,2023-08-05,400,98,2,0.0,5,5,2
501,2024-12-31,261,23,3,0.0,15,1,2
502,2024-10-09,151,17,1,0.0,20,4,2
503,2024-02-09,304,53,2,0.05,22,5,4
504,2023-05-02,165,6,1,0.0,26,3,2
505,2023-05-22,156,89,1,0.0,15,1,4
506,2023-04-19,62,112,1,0.05,29,7,4
507,2023-08-14,232,35,1,0.0,8,8,2
508,2023-11-22,100,1,1,0.0,23,6,3
509,2024-01-20,216,18,4,0.0,15,1,4
510,2024-02-03,155,112,2,0.0,29,7,5
511,2024-11-24,158,67,1,0.0,2,2,5
512,2024-09-16,319,35,1,0.1,18,4,2
513,2023-02-26,6,24,1,0.0,1,1,1
514,2023-11-12,255,90,1,0.0,23,6,5
515,2024-08-14,292,119,1,0.1,14,6,2
516,2023-01-06,84,55,2,0.15,2,2,1
517,2023-11-27,321,30,2,0.0,18,4,2
518,2023-09-07,150,99,1,0.0,26,3,1
519,2023-02-24,229,87,1,0.0,14,6,5
520,2023-09-26,176,92,1,0.0,5,5,2
521,2024-03-12,30,29,1,0.0,2,2,3
522,2023-03-13,122,62,1,0.05,31,2,6
523,2024-07-06,134,57,3,0.0,16,8,2
524,2024-02-18,234,100,1,0.0,31,2,3
525,2024-05-13,221,113,1,0.0,1,1,1
526,2024-04-03,87,48,2,0.05,17,6,4
527,2024-01-16,162,89,4,0.05,20,4,3
528,2023-03-08,190,117,1,0.05,17,6,5
529,2023-01-27,157,108,1,0.0,7,7,2
530,2023-07-20,46,80,1,0.05,5,5,6
531,2023-02-28,172,108,1,0.1,26,3,3
532,2024-01-20,392,113,1,0.05,5,5,5
533,2024-06-17,220,97,4,0.0,11,2,6
534,2023-08-14,235,114,2,0.0,32,3,3
535,2023-10-31,12,60,2,0.0,32,3,2
536,2024-04-16,240,53,1,0.0,2,2,6
537,2024-07-24,284,7,1,0.05,1,1,3
538,2023-10-29,280,85,1,0.0,30,2,1
539,2024-03-06,167,78,1,0.05,15,1,5
540,2023-07-23,40,56,1,0.0,18,4,3
541,2024-05-13,301,55,1,0.1,14,6,2
542,2023-08-26,233,6,1,0.05,11,2,3
543,2023-11-10,69,88,1,0.0,8,8,5
544,2024-01-24,383,28,2,0.0,9,4,2
545,2024-08-11,281,106,2,0.0,7,7,1
546,2023-10-08,9,104,1,0.0,18,4,1
547,2024-09-13,164,79,1,0.1,11,2,2
548,2024-02-11,346,26,3,0.0,2,2,5
549,2023-06-14,22,35,1,0.05,20,4,4
550,2023-11-06,184,87,2,0.05,10,2,3
551,2024-07-12,32,10,1,0.1,2,2,1
552,2023-03-24,82,108,1,0.0,19,3,5
553,2024-07-06,360,7,1,0.1,19,3,3
554,2024-06-02,75,107,1,0.0,8,8,4
555,2024-09-29,135,15,1,0.0,1,1,1
556,2024-11-19,187,48,1,0.0,19,3,5
