sucursal_id,producto_id,fecha,stock
1,117,2023-04-01,104
1,104,2023-04-01,75
1,109,2023-04-01,69
1,62,2023-04-01,59
1,32,2023-04-01,65
1,34,2023-04-01,93
1,120,2023-04-01,94
1,80,2023-04-01,28
1,89,2023-04-01,92
1,7,2023-04-01,90
1,114,2023-04-01,58
1,66,2023-04-01,60
1,33,2023-04-01,105
1,49,2023-04-01,101
1,26,2023-04-01,92
1,103,2023-04-01,77
1,15,2023-04-01,59
1,56,2023-04-01,73
1,98,2023-04-01,28
1,4,2023-04-01,67
1,43,2023-04-01,41
1,81,2023-04-01,70
1,95,2023-04-01,56
1,59,2023-04-01,72
1,119,2023-04-01,63
1,118,2023-04-01,129
1,92,2023-04-01,106
1,3,2023-04-01,52
1,113,2023-04-01,96
1,75,2023-04-01,75
1,38,2023-04-01,71
1,48,2023-04-01,78
1,47,2023-04-01,106
1,24,2023-04-01,135
1,27,2023-04-01,48
1,23,2023-04-01,64
1,85,2023-04-01,55
1,28,2023-04-01,100
1,21,2023-04-01,118
1,40,2023-04-01,78
1,52,2023-04-01,82
1,79,2023-04-01,107
1,31,2023-04-01,88
1,14,2023-05-01,82
1,69,2023-05-01,93
1,55,2023-05-01,112
1,22,2023-05-01,92
1,68,2023-05-01,53
1,2,2023-05-01,59
1,54,2023-05-01,39
1,99,2023-05-01,78
1,42,2023-05-01,82
1,100,2023-05-01,106
1,58,2023-05-01,92
1,101,2023-05-01,85
1,67,2023-05-01,115
1,46,2023-05-01,90
1,17,2023-05-01,94
1,44,2023-05-01,86
1,70,2023-05-01,55
1,117,2023-05-01,108
1,104,2023-05-01,102
1,109,2023-05-01,66
1,62,2023-05-01,98
1,32,2023-05-01,77
1,34,2023-05-01,94
1,120,2023-05-01,92
1,80,2023-05-01,145
1,89,2023-05-01,44
1,7,2023-05-01,99
1,114,2023-05-01,85
1,66,2023-05-01,111
1,33,2023-05-01,79
1,49,2023-05-01,82
1,26,2023-05-01,94
1,103,2023-05-01,35
1,15,2023-05-01,65
1,56,2023-05-01,74
1,98,2023-05-01,113
1,4,2023-05-01,37
1,43,2023-05-01,57
1,81,2023-05-01,61
1,95,2023-05-01,93
1,59,2023-05-01,83
1,119,2023-05-01,58
1,118,2023-05-01,103
1,92,2023-05-01,56
1,3,2023-05-01,77
1,113,2023-05-01,102
1,75,2023-05-01,55
1,38,2023-05-01,109
1,48,2023-05-01,68
1,47,2023-05-01,96
1,24,2023-05-01,98
1,27,2023-05-01,99
1,23,2023-05-01,96
1,85,2023-05-01,61
1,28,2023-05-01,32
1,21,2023-05-01,33
1,40,2023-05-01,55
1,52,2023-05-01,36
1,79,2023-05-01,98
1,31,2023-05-01,91
1,14,2023-05-31,60
1,69,2023-05-31,90
1,55,2023-05-31,128
1,22,2023-05-31,61
1,68,2023-05-31,113
1,2,2023-05-31,139
1,54,2023-05-31,45
1,99,2023-05-31,32
1,42,2023-05-31,74
1,100,2023-05-31,58
1,58,2023-05-31,98
1,101,2023-05-31,48
1,67,2023-05-31,94
1,46,2023-05-31,87
1,17,2023-05-31,73
1,44,2023-05-31,111
1,70,2023-05-31,71
1,117,2023-05-31,105
1,104,2023-05-31,108
1,109,2023-05-31,100
1,62,2023-05-31,92
1,32,2023-05-31,123
1,34,2023-05-31,73
1,120,2023-05-31,91
1,80,2023-05-31,107
1,89,2023-05-31,81
1,7,2023-05-31,133
1,114,2023-05-31,89
1,66,2023-05-31,82
1,33,2023-05-31,118
1,49,2023-05-31,74
1,26,2023-05-31,120
1,103,2023-05-31,71
1,15,2023-05-31,87
1,56,2023-05-31,44
1,98,2023-05-31,61
1,4,2023-05-31,95
1,43,2023-05-31,61
1,81,2023-05-31,55
1,95,2023-05-31,26
1,59,2023-05-31,91
1,119,2023-05-31,77
1,118,2023-05-31,113
1,92,2023-05-31,61
1,3,2023-05-31,80
1,113,2023-05-31,93
1,75,2023-05-31,50
1,38,2023-05-31,59
1,48,2023-05-31,84
1,47,2023-05-31,142
1,24,2023-05-31,98
1,27,2023-05-31,109
1,23,2023-05-31,62
1,85,2023-05-31,71
1,28,2023-05-31,109
1,21,2023-05-31,45
1,40,2023-05-31,39
1,52,2023-05-31,98
1,79,2023-05-31,75
1,31,2023-05-31,84
1,14,2023-06-30,58
1,69,2023-06-30,71
1,55,2023-06-30,73
1,22,2023-06-30,123
1,68,2023-06-30,35
1,2,2023-06-30,72
1,54,2023-06-30,131
1,99,2023-06-30,50
1,42,2023-06-30,116
1,100,2023-06-30,45
1,58,2023-06-30,100
1,101,2023-06-30,93
1,67,2023-06-30,140
1,46,2023-06-30,109
1,17,2023-06-30,42
1,44,2023-06-30,71
1,70,2023-06-30,68
1,117,2023-06-30,54
1,104,2023-06-30,65
1,109,2023-06-30,53
1,62,2023-06-30,86
1,32,2023-06-30,76
1,34,2023-06-30,88
1,120,2023-06-30,74
1,80,2023-06-30,111
1,89,2023-06-30,93
1,7,2023-06-30,115
1,114,2023-06-30,80
1,66,2023-06-30,117
1,33,2023-06-30,50
1,49,2023-06-30,110
1,26,2023-06-30,33
1,103,2023-06-30,54
1,15,2023-06-30,99
1,56,2023-06-30,91
1,98,2023-06-30,86
1,4,2023-06-30,50
1,43,2023-06-30,109
1,81,2023-06-30,66
1,95,2023-06-30,103
1,59,2023-06-30,78
1,119,2023-06-30,102
1,118,2023-06-30,114
1,92,2023-06-30,103
1,3,2023-06-30,48
1,113,2023-06-30,0
1,75,2023-06-30,86
1,38,2023-06-30,94
1,48,2023-06-30,90
1,47,2023-06-30,61
1,24,2023-06-30,77
1,27,2023-06-30,64
1,23,2023-06-30,67
1,85,2023-06-30,55
1,28,2023-06-30,105
1,21,2023-06-30,72
1,40,2023-06-30,120
1,52,2023-06-30,86
1,79,2023-06-30,114
1,31,2023-06-30,80
1,14,2023-07-30,97
1,69,2023-07-30,38
1,55,2023-07-30,69
1,22,2023-07-30,95
1,68,2023-07-30,107
1,2,2023-07-30,73
1,54,2023-07-30,99
1,99,2023-07-30,99
1,42,2023-07-30,77
1,100,2023-07-30,113
1,58,2023-07-30,105
1,101,2023-07-30,61
1,67,2023-07-30,100
1,46,2023-07-30,81
1,17,2023-07-30,59
1,44,2023-07-30,54
1,70,2023-07-30,66
1,117,2023-07-30,49
1,104,2023-07-30,71
1,109,2023-07-30,85
1,62,2023-07-30,85
1,32,2023-07-30,44
1,34,2023-07-30,40
1,120,2023-07-30,49
1,80,2023-07-30,94
1,89,2023-07-30,87
1,7,2023-07-30,86
1,114,2023-07-30,64
1,66,2023-07-30,110
1,33,2023-07-30,67
1,49,2023-07-30,113
1,26,2023-07-30,101
1,103,2023-07-30,87
1,15,2023-07-30,65
1,56,2023-07-30,125
1,98,2023-07-30,92
1,4,2023-07-30,98
1,43,2023-07-30,67
1,81,2023-07-30,61
1,95,2023-07-30,131
1,59,2023-07-30,91
1,119,2023-07-30,83
1,118,2023-07-30,35
1,92,2023-07-30,82
1,3,2023-07-30,73
1,113,2023-07-30,53
1,75,2023-07-30,56
1,38,2023-07-30,71
1,48,2023-07-30,40
1,47,2023-07-30,89
1,24,2023-07-30,78
1,27,2023-07-30,91
1,23,2023-07-30,87
1,85,2023-07-30,72
1,28,2023-07-30,85
1,21,2023-07-30,57
1,40,2023-07-30,94
1,52,2023-07-30,118
1,79,2023-07-30,87
1,31,2023-07-30,53
1,14,2023-08-29,90
1,69,2023-08-29,99
1,55,2023-08-29,99
1,22,2023-08-29,68
1,68,2023-08-29,47
1,2,2023-08-29,71
1,54,2023-08-29,95
1,99,2023-08-29,84
1,42,2023-08-29,21
1,100,2023-08-29,69
1,58,2023-08-29,127
1,101,2023-08-29,76
1,67,2023-08-29,42
1,46,2023-08-29,59
1,17,2023-08-29,60
1,44,2023-08-29,42
1,70,2023-08-29,56
1,117,2023-08-29,76
1,104,2023-08-29,79
1,109,2023-08-29,61
1,62,2023-08-29,73
1,32,2023-08-29,91
1,34,2023-08-29,93
1,120,2023-08-29,132
1,80,2023-08-29,43
1,89,2023-08-29,69
1,7,2023-08-29,113
1,114,2023-08-29,94
1,66,2023-08-29,124
1,33,2023-08-29,44
1,49,2023-08-29,78
1,26,2023-08-29,101
1,103,2023-08-29,124
1,15,2023-08-29,82
1,56,2023-08-29,115
1,98,2023-08-29,72
1,4,2023-08-29,77
1,43,2023-08-29,43
1,81,2023-08-29,60
1,95,2023-08-29,78
1,59,2023-08-29,107
1,119,2023-08-29,82
1,118,2023-08-29,71
1,92,2023-08-29,61
1,3,2023-08-29,45
1,113,2023-08-29,67
1,75,2023-08-29,94
1,38,2023-08-29,78
1,48,2023-08-29,42
1,47,2023-08-29,106
1,24,2023-08-29,85
1,27,2023-08-29,74
1,23,2023-08-29,79
1,85,2023-08-29,77
1,28,2023-08-29,88
1,21,2023-08-29,53
1,40,2023-08-29,54
1,52,2023-08-29,97
1,79,2023-08-29,57
1,31,2023-08-29,54
1,14,2023-09-28,70
1,69,2023-09-28,81
1,55,2023-09-28,89
1,22,2023-09-28,112
1,68,2023-09-28,69
1,2,2023-09-28,49
1,54,2023-09-28,62
1,99,2023-09-28,74
1,42,2023-09-28,55
1,100,2023-09-28,49
1,58,2023-09-28,77
1,101,2023-09-28,45
1,67,2023-09-28,69
1,46,2023-09-28,53
1,17,2023-09-28,97
1,44,2023-09-28,43
1,70,2023-09-28,104
1,117,2023-09-28,85
1,104,2023-09-28,49
1,109,2023-09-28,76
1,62,2023-09-28,59
1,32,2023-09-28,86
1,34,2023-09-28,106
1,120,2023-09-28,91
1,80,2023-09-28,64
1,89,2023-09-28,84
1,7,2023-09-28,149
1,114,2023-09-28,136
1,66,2023-09-28,95
1,33,2023-09-28,83
1,49,2023-09-28,55
1,26,2023-09-28,113
1,103,2023-09-28,42
1,15,2023-09-28,75
1,56,2023-09-28,34
1,98,2023-09-28,64
1,4,2023-09-28,60
1,43,2023-09-28,94
1,81,2023-09-28,87
1,95,2023-09-28,96
1,59,2023-09-28,108
1,119,2023-09-28,42
1,118,2023-09-28,77
1,92,2023-09-28,29
1,3,2023-09-28,14
1,113,2023-09-28,42
1,75,2023-09-28,148
1,38,2023-09-28,87
1,48,2023-09-28,89
1,47,2023-09-28,91
1,24,2023-09-28,59
1,27,2023-09-28,40
1,23,2023-09-28,118
1,85,2023-09-28,89
1,28,2023-09-28,49
1,21,2023-09-28,126
1,40,2023-09-28,45
1,52,2023-09-28,94
1,79,2023-09-28,150
1,31,2023-09-28,70
1,14,2023-10-28,96
1,69,2023-10-28,137
1,55,2023-10-28,33
1,22,2023-10-28,75
1,68,2023-10-28,88
1,2,2023-10-28,71
1,54,2023-10-28,75
1,99,2023-10-28,74
1,42,2023-10-28,60
1,100,2023-10-28,18
1,58,2023-10-28,47
1,101,2023-10-28,80
1,67,2023-10-28,95
1,46,2023-10-28,42
1,17,2023-10-28,35
1,44,2023-10-28,103
1,70,2023-10-28,64
1,117,2023-10-28,93
1,104,2023-10-28,38
1,109,2023-10-28,33
1,62,2023-10-28,40
1,32,2023-10-28,78
1,34,2023-10-28,102
1,120,2023-10-28,77
1,80,2023-10-28,134
1,89,2023-10-28,62
1,7,2023-10-28,118
1,114,2023-10-28,79
1,66,2023-10-28,82
1,33,2023-10-28,89
1,49,2023-10-28,28
1,26,2023-10-28,127
1,103,2023-10-28,36
1,15,2023-10-28,50
1,56,2023-10-28,70
1,98,2023-10-28,105
1,4,2023-10-28,72
1,43,2023-10-28,40
1,81,2023-10-28,118
1,95,2023-10-28,81
1,59,2023-10-28,59
1,119,2023-10-28,78
1,118,2023-10-28,115
1,92,2023-10-28,45
1,3,2023-10-28,43
1,113,2023-10-28,99
1,75,2023-10-28,88
1,38,2023-10-28,85
1,48,2023-10-28,52
1,47,2023-10-28,75
1,24,2023-10-28,104
1,27,2023-10-28,47
1,23,2023-10-28,69
1,85,2023-10-28,55
1,28,2023-10-28,31
1,21,2023-10-28,95
1,40,2023-10-28,93
1,52,2023-10-28,84
1,79,2023-10-28,48
1,31,2023-10-28,57
1,14,2023-11-27,56
1,69,2023-11-27,102
1,55,2023-11-27,67
1,22,2023-11-27,96
1,68,2023-11-27,123
1,2,2023-11-27,75
1,54,2023-11-27,101
1,99,2023-11-27,86
1,42,2023-11-27,76
1,100,2023-11-27,81
1,58,2023-11-27,111
1,101,2023-11-27,96
1,67,2023-11-27,53
1,46,2023-11-27,81
1,17,2023-11-27,75
1,44,2023-11-27,102
1,70,2023-11-27,109
1,117,2023-11-27,110
1,104,2023-11-27,61
1,109,2023-11-27,97
1,62,2023-11-27,68
1,32,2023-11-27,81
1,34,2023-11-27,131
1,120,2023-11-27,97
1,80,2023-11-27,38
1,89,2023-11-27,108
1,7,2023-11-27,72
1,114,2023-11-27,68
1,66,2023-11-27,71
1,33,2023-11-27,94
1,49,2023-11-27,60
1,26,2023-11-27,98
1,103,2023-11-27,77
1,15,2023-11-27,108
1,56,2023-11-27,98
1,98,2023-11-27,59
1,4,2023-11-27,74
1,43,2023-11-27,109
1,81,2023-11-27,134
1,95,2023-11-27,129
1,59,2023-11-27,72
1,119,2023-11-27,115
1,118,2023-11-27,70
1,92,2023-11-27,88
1,3,2023-11-27,87
1,113,2023-11-27,113
1,75,2023-11-27,52
1,38,2023-11-27,68
1,48,2023-11-27,120
1,47,2023-11-27,108
1,24,2023-11-27,43
1,27,2023-11-27,64
1,23,2023-11-27,66
1,85,2023-11-27,111
1,28,2023-11-27,118
1,21,2023-11-27,92
1,40,2023-11-27,96
1,52,2023-11-27,16
1,79,2023-11-27,110
1,31,2023-11-27,97
1,14,2023-12-27,45
1,69,2023-12-27,93
1,55,2023-12-27,98
1,22,2023-12-27,84
1,68,2023-12-27,75
1,2,2023-12-27,72
1,54,2023-12-27,63
1,99,2023-12-27,54
1,42,2023-12-27,105
1,100,2023-12-27,104
1,58,2023-12-27,107
1,101,2023-12-27,73
1,67,2023-12-27,104
1,46,2023-12-27,47
1,17,2023-12-27,81
1,44,2023-12-27,71
1,70,2023-12-27,56
1,117,2023-12-27,87
1,104,2023-12-27,105
1,109,2023-12-27,58
1,62,2023-12-27,86
1,32,2023-12-27,84
1,34,2023-12-27,70
1,120,2023-12-27,102
1,80,2023-12-27,56
1,89,2023-12-27,113
1,7,2023-12-27,137
1,114,2023-12-27,97
1,66,2023-12-27,48
1,33,2023-12-27,38
1,49,2023-12-27,102
1,26,2023-12-27,59
1,103,2023-12-27,95
1,15,2023-12-27,60
1,56,2023-12-27,107
1,98,2023-12-27,91
1,4,2023-12-27,103
1,43,2023-12-27,37
1,81,2023-12-27,92
1,95,2023-12-27,90
1,59,2023-12-27,86
1,119,2023-12-27,64
1,118,2023-12-27,44
1,92,2023-12-27,86
1,3,2023-12-27,102
1,113,2023-12-27,98
1,75,2023-12-27,57
1,38,2023-12-27,63
1,48,2023-12-27,110
1,47,2023-12-27,79
1,24,2023-12-27,38
1,27,2023-12-27,58
1,23,2023-12-27,114
1,85,2023-12-27,71
1,28,2023-12-27,85
1,21,2023-12-27,75
1,40,2023-12-27,94
1,52,2023-12-27,89
1,79,2023-12-27,104
1,31,2023-12-27,91
1,14,2024-01-26,119
1,69,2024-01-26,88
1,55,2024-01-26,70
1,22,2024-01-26,82
1,68,2024-01-26,110
1,2,2024-01-26,51
1,54,2024-01-26,111
1,99,2024-01-26,116
1,42,2024-01-26,73
1,100,2024-01-26,89
1,58,2024-01-26,60
1,101,2024-01-26,74
1,67,2024-01-26,82
1,46,2024-01-26,64
1,17,2024-01-26,108
1,44,2024-01-26,112
1,70,2024-01-26,65
1,117,2024-01-26,38
1,104,2024-01-26,64
1,109,2024-01-26,106
1,62,2024-01-26,45
1,32,2024-01-26,72
1,34,2024-01-26,80
1,120,2024-01-26,93
1,80,2024-01-26,73
1,89,2024-01-26,89
1,7,2024-01-26,73
1,114,2024-01-26,80
1,66,2024-01-26,79
1,33,2024-01-26,49
1,49,2024-01-26,80
1,26,2024-01-26,104
1,103,2024-01-26,70
1,15,2024-01-26,75
1,56,2024-01-26,36
1,98,2024-01-26,70
1,4,2024-01-26,78
1,43,2024-01-26,69
1,81,2024-01-26,47
1,95,2024-01-26,21
1,59,2024-01-26,77
1,119,2024-01-26,45
1,118,2024-01-26,69
1,92,2024-01-26,89
1,3,2024-01-26,65
1,113,2024-01-26,31
1,75,2024-01-26,98
1,38,2024-01-26,68
1,48,2024-01-26,109
1,47,2024-01-26,59
1,24,2024-01-26,120
1,27,2024-01-26,100
1,23,2024-01-26,90
1,85,2024-01-26,86
1,28,2024-01-26,53
1,21,2024-01-26,94
1,40,2024-01-26,110
1,52,2024-01-26,39
1,79,2024-01-26,94
1,31,2024-01-26,93
1,14,2024-02-25,80
1,69,2024-02-25,93
1,55,2024-02-25,42
1,22,2024-02-25,96
1,68,2024-02-25,100
1,2,2024-02-25,137
1,54,2024-02-25,76
1,99,2024-02-25,99
1,42,2024-02-25,59
1,100,2024-02-25,144
1,58,2024-02-25,111
1,101,2024-02-25,76
1,67,2024-02-25,106
1,46,2024-02-25,83
1,17,2024-02-25,21
1,44,2024-02-25,80
1,70,2024-02-25,54
1,117,2024-02-25,102
1,104,2024-02-25,46
1,109,2024-02-25,93
1,62,2024-02-25,60
1,32,2024-02-25,88
1,34,2024-02-25,123
1,120,2024-02-25,110
1,80,2024-02-25,117
1,89,2024-02-25,121
1,7,2024-02-25,82
1,114,2024-02-25,46
1,66,2024-02-25,100
1,33,2024-02-25,88
1,49,2024-02-25,54
1,26,2024-02-25,118
1,103,2024-02-25,95
1,15,2024-02-25,114
1,56,2024-02-25,58
1,98,2024-02-25,66
1,4,2024-02-25,74
1,43,2024-02-25,122
1,81,2024-02-25,40
1,95,2024-02-25,67
1,59,2024-02-25,78
1,119,2024-02-25,87
1,118,2024-02-25,67
1,92,2024-02-25,98
1,3,2024-02-25,66
1,113,2024-02-25,0
1,75,2024-02-25,107
1,38,2024-02-25,57
1,48,2024-02-25,52
1,47,2024-02-25,81
1,24,2024-02-25,115
1,27,2024-02-25,87
1,23,2024-02-25,105
1,85,2024-02-25,78
1,28,2024-02-25,81
1,21,2024-02-25,71
1,40,2024-02-25,76
1,52,2024-02-25,76
1,79,2024-02-25,63
1,31,2024-02-25,69
1,14,2024-03-26,64
1,69,2024-03-26,109
1,55,2024-03-26,72
1,22,2024-03-26,41
1,68,2024-03-26,78
1,2,2024-03-26,87
1,54,2024-03-26,85
1,99,2024-03-26,97
1,42,2024-03-26,109
1,100,2024-03-26,62
1,58,2024-03-26,42
1,101,2024-03-26,94
1,67,2024-03-26,138
1,46,2024-03-26,126
1,17,2024-03-26,64
1,44,2024-03-26,59
1,70,2024-03-26,93
1,117,2024-03-26,132
1,104,2024-03-26,99
1,109,2024-03-26,72
1,62,2024-03-26,48
1,32,2024-03-26,62
1,34,2024-03-26,36
1,120,2024-03-26,104
1,80,2024-03-26,109
1,89,2024-03-26,125
1,7,2024-03-26,49
1,114,2024-03-26,86
1,66,2024-03-26,33
1,33,2024-03-26,100
1,49,2024-03-26,82
1,26,2024-03-26,98
1,103,2024-03-26,85
1,15,2024-03-26,91
1,56,2024-03-26,54
1,98,2024-03-26,126
1,4,2024-03-26,80
1,43,2024-03-26,111
1,81,2024-03-26,75
1,95,2024-03-26,73
1,59,2024-03-26,45
1,119,2024-03-26,80
1,118,2024-03-26,126
1,92,2024-03-26,140
1,3,2024-03-26,85
1,113,2024-03-26,87
1,75,2024-03-26,108
1,38,2024-03-26,81
1,48,2024-03-26,50
1,47,2024-03-26,46
1,24,2024-03-26,8
1,27,2024-03-26,86
1,23,2024-03-26,49
1,85,2024-03-26,103
1,28,2024-03-26,79
1,21,2024-03-26,104
1,40,2024-03-26,66
1,52,2024-03-26,91
1,79,2024-03-26,107
1,31,2024-03-26,50
1,14,2024-04-25,97
1,69,2024-04-25,19
1,55,2024-04-25,40
1,22,2024-04-25,73
1,68,2024-04-25,102
1,2,2024-04-25,101
1,54,2024-04-25,113
1,99,2024-04-25,75
1,42,2024-04-25,84
1,100,2024-04-25,121
1,58,2024-04-25,77
1,101,2024-04-25,87
1,67,2024-04-25,80
1,46,2024-04-25,40
1,17,2024-04-25,8
1,44,2024-04-25,36
1,70,2024-04-25,92
1,117,2024-04-25,85
1,104,2024-04-25,101
1,109,2024-04-25,83
1,62,2024-04-25,51
1,32,2024-04-25,51
1,34,2024-04-25,92
1,120,2024-04-25,89
1,80,2024-04-25,30
1,89,2024-04-25,93
1,7,2024-04-25,104
1,114,2024-04-25,87
1,66,2024-04-25,96
1,33,2024-04-25,37
1,49,2024-04-25,74
1,26,2024-04-25,89
1,103,2024-04-25,99
1,15,2024-04-25,116
1,56,2024-04-25,93
1,98,2024-04-25,53
1,4,2024-04-25,92
1,43,2024-04-25,71
1,81,2024-04-25,59
1,95,2024-04-25,84
1,59,2024-04-25,48
1,119,2024-04-25,53
1,118,2024-04-25,29
1,92,2024-04-25,58
1,3,2024-04-25,106
1,113,2024-04-25,44
1,75,2024-04-25,28
1,38,2024-04-25,128
1,48,2024-04-25,82
1,47,2024-04-25,76
1,24,2024-04-25,105
1,27,2024-04-25,85
1,23,2024-04-25,100
1,85,2024-04-25,87
1,28,2024-04-25,76
1,21,2024-04-25,67
1,40,2024-04-25,79
1,52,2024-04-25,38
1,79,2024-04-25,96
1,31,2024-04-25,40
1,14,2024-05-25,68
1,69,2024-05-25,109
1,55,2024-05-25,97
1,22,2024-05-25,87
1,68,2024-05-25,57
1,2,2024-05-25,32
1,54,2024-05-25,95
1,99,2024-05-25,106
1,42,2024-05-25,56
1,100,2024-05-25,75
1,58,2024-05-25,106
1,101,2024-05-25,60
1,67,2024-05-25,70
1,46,2024-05-25,106
1,17,2024-05-25,87
1,44,2024-05-25,109
1,70,2024-05-25,40
1,117,2024-05-25,126
1,104,2024-05-25,86
1,109,2024-05-25,69
1,62,2024-05-25,73
1,32,2024-05-25,100
1,34,2024-05-25,85
1,120,2024-05-25,105
1,80,2024-05-25,67
1,89,2024-05-25,58
1,7,2024-05-25,94
1,114,2024-05-25,99
1,66,2024-05-25,91
1,33,2024-05-25,60
1,49,2024-05-25,90
1,26,2024-05-25,27
1,103,2024-05-25,172
1,15,2024-05-25,116
1,56,2024-05-25,93
1,98,2024-05-25,47
1,4,2024-05-25,52
1,43,2024-05-25,143
1,81,2024-05-25,94
1,95,2024-05-25,98
1,59,2024-05-25,97
1,119,2024-05-25,85
1,118,2024-05-25,88
1,92,2024-05-25,95
1,3,2024-05-25,71
1,113,2024-05-25,91
1,75,2024-05-25,116
1,38,2024-05-25,77
1,48,2024-05-25,80
1,47,2024-05-25,76
1,24,2024-05-25,72
1,27,2024-05-25,70
1,23,2024-05-25,60
1,85,2024-05-25,78
