venta_id,fecha_envio,fecha_entrega,costo_envio,transportista,estado
147,2023-11-18,2023-11-21,16.2,DHL,Incidencia
149,2024-11-20,2024-11-23,8.3,DHL,Entregado
150,2023-06-18,2023-06-21,3.49,DHL,Incidencia
153,2023-02-11,2023-02-13,8.33,MRW,Entregado
154,2023-10-17,2023-10-21,9.55,Correos,En tránsito
155,2023-06-17,2023-06-20,15.67,DHL,Entregado
156,2024-10-25,2024-10-26,10.61,Seur,Entregado
157,2023-03-06,2023-03-10,17.31,MRW,Entregado
158,2024-09-30,2024-10-02,14.43,Seur,Entregado
160,2024-07-09,2024-07-13,11.23,Correos,En tránsito
161,2024-12-11,2024-12-13,6.9,GLS,Entregado
163,2024-07-06,2024-07-10,8.52,Correos,Entregado
164,2024-12-11,2024-12-16,17.42,DHL,Entregado
165,2023-12-06,2023-12-11,18.57,GLS,En tránsito
166,2024-07-02,2024-07-05,6.38,DHL,Entregado
167,2024-11-06,2024-11-07,8.54,MRW,Entregado
168,2024-09-25,2024-09-30,2.96,Correos,En tránsito
169,2023-07-10,2023-07-11,19.05,GLS,Entregado
170,2024-10-28,2024-10-29,9.99,GLS,Entregado
173,2023-04-06,2023-04-09,19.55,DHL,Entregado
175,2023-10-02,2023-10-04,15.79,DHL,En tránsito
176,2023-05-02,2023-05-05,17.19,Seur,Incidencia
181,2024-01-16,2024-01-20,16.41,Correos,En tránsito
182,2023-10-19,2023-10-22,13.47,MRW,En tránsito
184,2024-04-16,2024-04-17,14.55,Correos,Incidencia
187,2023-11-22,2023-11-25,2.53,Correos,Entregado
189,2023-10-19,2023-10-21,5.19,GLS,En tránsito
190,2023-10-09,2023-10-12,10.92,GLS,En tránsito
192,2024-11-05,2024-11-08,8.56,Correos,Entregado
193,2023-03-23,2023-03-24,2.93,GLS,Entregado
194,2023-04-25,2023-04-29,7.24,Seur,Entregado
195,2023-09-20,2023-09-21,13.51,DHL,En tránsito
196,2024-09-24,2024-09-26,4.82,Correos,Entregado
197,2023-11-11,2023-11-14,17.84,Seur,Incidencia
198,2024-09-27,2024-09-30,2.7,DHL,Entregado
199,2023-06-11,2023-06-13,6.14,Seur,Entregado
200,2024-08-29,2024-09-01,3.31,GLS,En tránsito
201,2023-02-08,2023-02-13,7.55,DHL,Incidencia
202,2024-02-14,2024-02-19,16.32,Correos,Incidencia
203,2023-08-31,2023-09-01,6.22,DHL,Entregado
204,2024-10-26,2024-10-31,13.04,Correos,En tránsito
205,2024-10-14,2024-10-19,16.53,GLS,Incidencia
206,2023-10-08,2023-10-12,18.49,Correos,Incidencia
208,2024-06-20,2024-06-24,6.49,GLS,Incidencia
209,2023-01-17,2023-01-20,17.84,Correos,Entregado
210,2023-04-29,2023-05-04,19.56,Correos,Entregado
211,2023-10-19,2023-10-20,16.84,GLS,Entregado
212,2023-03-02,2023-03-04,13.5,DHL,Entregado
213,2024-04-22,2024-04-23,12.87,GLS,Entregado
214,2023-09-06,2023-09-08,14.29,GLS,En tránsito
215,2023-06-11,2023-06-15,15.51,MRW,Entregado
216,2023-11-08,2023-11-12,5.26,Correos,En tránsito
217,2024-02-02,2024-02-05,18.09,Correos,En tránsito
218,2023-02-16,2023-02-20,12.86,Seur,Entregado
221,2024-12-02,2024-12-04,15.63,MRW,Entregado
222,2024-01-03,2024-01-08,16.19,DHL,En tránsito
223,2023-12-27,2023-12-30,12.87,Correos,Entregado
224,2024-10-09,2024-10-14,12.75,GLS,En tránsito
225,2024-04-07,2024-04-09,2.78,Seur,Incidencia
226,2023-12-07,2023-12-11,8.47,Seur,Entregado
227,2024-08-02,2024-08-03,15.92,Correos,Incidencia
228,2023-10-18,2023-10-22,19.4,Seur,Entregado
229,2023-03-04,2023-03-06,7.2,MRW,Incidencia
230,2024-04-29,2024-05-02,12.7,Seur,En tránsito
231,2023-06-11,2023-06-13,16.5,Seur,Entregado
232,2024-09-22,2024-09-26,4.65,Correos,Incidencia
233,2024-07-05,2024-07-09,10.44,DHL,Entregado
234,2024-01-26,2024-01-30,3.42,MRW,Entregado
235,2023-10-29,2023-11-03,4.26,GLS,En tránsito
236,2024-08-26,2024-08-30,2.59,Seur,Entregado
239,2023-01-05,2023-01-10,3.41,Seur,Incidencia
240,2023-06-02,2023-06-07,7.15,DHL,Entregado
241,2024-01-25,2024-01-26,18.71,GLS,Entregado
243,2023-07-24,2023-07-25,13.37,Correos,Entregado
244,2024-01-25,2024-01-30,14.79,MRW,Entregado
246,2023-04-23,2023-04-24,11.28,MRW,Entregado
247,2024-05-21,2024-05-26,4.39,GLS,Entregado
248,2024-10-11,2024-10-13,12.51,MRW,Entregado
250,2024-09-21,2024-09-25,7.52,MRW,Entregado
251,2023-10-18,2023-10-22,12.64,MRW,Entregado
252,2023-03-02,2023-03-07,10.53,GLS,Entregado
253,2023-06-05,2023-06-09,2.98,Correos,En tránsito
254,2024-07-30,2024-07-31,9.08,Correos,En tránsito
255,2023-04-20,2023-04-24,4.54,Correos,Incidencia
256,2024-06-15,2024-06-16,7.17,Seur,Incidencia
257,2024-12-16,2024-12-19,11.1,Correos,Incidencia
259,2024-07-26,2024-07-30,3.11,DHL,En tránsito
261,2023-02-18,2023-02-22,11.12,MRW,Entregado
263,2024-10-18,2024-10-23,4.08,Seur,Incidencia
264,2024-01-08,2024-01-10,7.94,GLS,Incidencia
265,2024-09-09,2024-09-13,7.61,MRW,Entregado
266,2023-11-16,2023-11-20,3.01,MRW,En tránsito
268,2023-11-15,2023-11-20,18.91,MRW,Entregado
269,2023-08-23,2023-08-25,14.11,Correos,Entregado
271,2023-08-25,2023-08-27,4.69,GLS,Incidencia
272,2023-08-21,2023-08-25,6.34,Seur,Entregado
273,2023-02-11,2023-02-14,12.64,MRW,Incidencia
275,2023-02-20,2023-02-21,8.85,MRW,Incidencia
276,2024-01-19,2024-01-22,16.32,DHL,En tránsito
278,2023-06-05,2023-06-06,14.47,DHL,Entregado
279,2024-10-02,2024-10-03,3.92,MRW,Entregado
280,2023-04-17,2023-04-21,11.08,DHL,Entregado
281,2023-06-17,2023-06-18,13.74,Seur,Incidencia
282,2024-10-05,2024-10-10,4.11,Correos,Incidencia
284,2023-08-21,2023-08-23,10.44,Correos,Entregado
285,2024-08-28,2024-08-31,8.21,DHL,En tránsito
286,2023-01-22,2023-01-25,15.61,Seur,En tránsito
288,2023-01-11,2023-01-12,15.09,MRW,Entregado
289,2024-08-30,2024-09-04,15.0,MRW,En tránsito
290,2023-06-24,2023-06-25,12.78,DHL,Entregado
291,2024-02-22,2024-02-24,6.65,DHL,En tránsito
292,2024-07-15,2024-07-17,15.68,Correos,Entregado
293,2024-07-05,2024-07-08,10.47,GLS,Entregado
296,2023-07-12,2023-07-17,8.61,Seur,Entregado
297,2024-07-25,2024-07-30,19.15,Seur,Entregado
299,2024-04-03,2024-04-06,13.8,Correos,Incidencia
300,2023-06-20,2023-06-24,10.21,Correos,En tránsito
301,2024-10-05,2024-10-10,15.11,Correos,Incidencia
303,2024-06-27,2024-06-28,15.33,GLS,Incidencia
305,2023-08-22,2023-08-23,18.55,DHL,Incidencia
306,2024-05-26,2024-05-31,8.29,MRW,En tránsito
307,2024-12-17,2024-12-18,8.67,Correos,Entregado
309,2023-04-30,2023-05-03,9.33,Correos,Incidencia
310,2023-06-23,2023-06-25,12.42,GLS,Incidencia
313,2023-11-21,2023-11-22,11.12,MRW,Entregado
314,2023-03-08,2023-03-13,14.25,MRW,Entregado
316,2024-04-15,2024-04-19,7.44,MRW,Entregado
318,2023-08-11,2023-08-13,11.36,Correos,Entregado
319,2024-11-10,2024-11-13,8.78,Correos,En tránsito
320,2024-10-09,2024-10-11,6.49,MRW,Entregado
322,2023-06-10,2023-06-11,19.1,Seur,Incidencia
324,2024-09-06,2024-09-07,9.36,Correos,En tránsito
325,2023-12-28,2023-12-31,17.58,DHL,Entregado
327,2024-10-07,2024-10-09,14.96,Correos,Entregado
330,2024-04-27,2024-05-02,7.01,Seur,Entregado
331,2024-10-26,2024-10-27,10.52,GLS,En tránsito
332,2023-04-05,2023-04-07,9.66,Correos,Entregado
333,2023-01-18,2023-01-20,19.47,GLS,Incidencia
334,2023-11-29,2023-12-01,3.33,DHL,Incidencia
336,2023-07-08,2023-07-13,12.5,GLS,Entregado
337,2023-02-17,2023-02-18,10.8,MRW,En tránsito
338,2024-01-12,2024-01-14,4.05,Seur,Entregado
339,2023-09-02,2023-09-03,6.17,Correos,Entregado
340,2023-06-22,2023-06-23,16.47,GLS,En tránsito
341,2023-01-11,2023-01-15,12.8,Seur,Entregado
342,2023-11-01,2023-11-04,15.31,MRW,En tránsito
343,2024-01-09,2024-01-13,4.0,Correos,Entregado
344,2023-11-12,2023-11-13,17.92,Correos,Entregado
345,2024-03-23,2024-03-25,15.33,Seur,Entregado
346,2024-03-11,2024-03-13,13.32,Seur,Incidencia
348,2023-09-11,2023-09-13,3.02,Correos,Entregado
351,2023-06-05,2023-06-09,3.64,DHL,Entregado
352,2023-07-07,2023-07-09,10.42,Correos,Entregado
356,2023-12-12,2023-12-14,12.95,GLS,Incidencia
360,2024-01-24,2024-01-25,4.58,Seur,En tránsito
361,2023-06-30,2023-07-02,9.94,DHL,Entregado
362,2024-11-11,2024-11-12,5.54,Seur,Entregado
366,2023-08-04,2023-08-05,6.1,DHL,Entregado
367,2024-01-05,2024-01-06,11.24,DHL,Entregado
368,2024-01-07,2024-01-11,3.62,MRW,Entregado
369,2024-12-31,2025-01-01,3.59,Correos,Entregado
371,2024-10-21,2024-10-26,14.05,MRW,Entregado
372,2023-12-23,2023-12-26,3.79,Seur,Entregado
374,2024-06-19,2024-06-20,5.07,Correos,Entregado
376,2024-06-17,2024-06-21,10.51,GLS,Incidencia
378,2024-06-13,2024-06-16,8.05,DHL,En tránsito
381,2024-10-31,2024-11-04,9.58,DHL,Incidencia
382,2024-12-18,2024-12-22,15.39,GLS,Entregado
383,2024-07-28,2024-07-31,3.01,Seur,En tránsito
385,2024-09-05,2024-09-07,8.07,Seur,Entregado
386,2024-08-01,2024-08-03,10.32,DHL,Entregado
387,2023-06-29,2023-07-01,3.55,MRW,En tránsito
388,2023-06-30,2023-07-03,6.41,Correos,Incidencia
390,2024-09-02,2024-09-05,8.48,GLS,Entregado
391,2023-07-12,2023-07-13,7.81,Correos,Incidencia
392,2023-04-29,2023-05-02,12.29,MRW,Incidencia
393,2024-01-17,2024-01-19,16.48,Seur,Entregado
396,2023-03-20,2023-03-24,19.34,GLS,En tránsito
397,2024-12-17,2024-12-19,15.91,Seur,En tránsito
399,2024-12-14,2024-12-18,2.6,Correos,Incidencia
400,2023-01-26,2023-01-31,15.18,Seur,Incidencia
401,2023-08-12,2023-08-15,7.14,Correos,Entregado
402,2023-02-13,2023-02-15,7.5,Seur,Incidencia
403,2024-09-28,2024-09-30,14.69,GLS,En tránsito
404,2023-02-01,2023-02-05,9.52,Correos,Incidencia
405,2024-03-12,2024-03-15,16.17,MRW,Entregado
406,2024-07-08,2024-07-10,3.25,Seur,Entregado
408,2024-07-04,2024-07-06,13.01,GLS,Entregado
410,2023-11-27,2023-11-30,19.74,Seur,Entregado
411,2024-07-30,2024-08-03,17.19,Correos,Entregado
412,2024-03-26,2024-03-28,13.46,MRW,En tránsito
413,2023-01-13,2023-01-17,15.79,Correos,Incidencia
414,2024-01-14,2024-01-19,4.95,DHL,Entregado
415,2024-03-16,2024-03-18,9.91,GLS,Entregado
416,2024-12-14,2024-12-17,11.07,DHL,Entregado
417,2023-04-11,2023-04-14,13.93,Correos,Entregado
419,2023-04-14,2023-04-18,14.38,Seur,Entregado
420,2024-11-12,2024-11-15,9.75,Seur,Incidencia
422,2024-06-01,2024-06-04,10.03,DHL,Entregado
425,2024-08-31,2024-09-05,17.49,MRW,Entregado
426,2024-04-21,2024-04-26,4.11,Seur,Entregado
428,2024-03-23,2024-03-25,15.19,Correos,En tránsito
429,2024-07-13,2024-07-14,8.12,DHL,En tránsito
430,2023-12-26,2023-12-30,14.58,Seur,Entregado
431,2023-10-28,2023-11-01,18.19,GLS,En tránsito
432,2023-01-28,2023-02-02,11.33,MRW,Incidencia
433,2023-12-25,2023-12-27,11.17,Seur,Entregado
435,2024-10-02,2024-10-05,8.41,DHL,Entregado
436,2023-09-15,2023-09-17,10.69,GLS,Incidencia
437,2023-12-20,2023-12-21,18.97,MRW,Incidencia
438,2024-08-19,2024-08-24,10.11,MRW,Entregado
439,2023-01-27,2023-01-30,17.04,Seur,Incidencia
440,2023-02-13,2023-02-16,3.09,GLS,Entregado
441,2024-05-08,2024-05-13,16.8,GLS,Entregado
443,2024-04-11,2024-04-12,13.48,Correos,Entregado
444,2024-11-08,2024-11-09,2.91,DHL,Incidencia
445,2023-05-13,2023-05-17,3.12,GLS,Incidencia
447,2024-03-22,2024-03-25,16.34,GLS,Entregado
449,2024-09-17,2024-09-20,7.01,MRW,En tránsito
450,2024-09-24,2024-09-29,7.34,Seur,En tránsito
451,2023-01-12,2023-01-13,8.64,Correos,Entregado
452,2023-08-17,2023-08-22,2.61,DHL,Entregado
453,2024-03-22,2024-03-24,4.47,GLS,Entregado
454,2024-05-14,2024-05-17,14.83,GLS,En tránsito
457,2024-01-11,2024-01-14,13.95,MRW,En tránsito
458,2023-07-20,2023-07-23,11.44,Seur,Entregado
459,2023-02-08,2023-02-10,18.36,MRW,Entregado
460,2024-05-31,2024-06-05,11.67,Seur,Incidencia
461,2023-03-27,2023-03-30,9.71,MRW,En tránsito
463,2023-04-05,2023-04-06,7.25,GLS,Incidencia
464,2024-10-08,2024-10-10,11.36,GLS,En tránsito
466,2024-06-23,2024-06-25,2.57,MRW,Entregado
468,2023-09-15,2023-09-20,13.63,DHL,Incidencia
470,2024-06-22,2024-06-25,8.73,MRW,En tránsito
472,2024-01-29,2024-02-02,14.53,GLS,Entregado
473,2024-05-11,2024-05-16,6.49,GLS,Entregado
475,2023-04-27,2023-04-28,14.85,GLS,Incidencia
476,2023-11-01,2023-11-03,5.09,Correos,Incidencia
477,2024-02-06,2024-02-08,13.29,GLS,Entregado
478,2024-01-16,2024-01-20,18.54,DHL,En tránsito
480,2023-01-12,2023-01-14,8.64,GLS,Entregado
482,2024-05-17,2024-05-22,14.57,DHL,Entregado
483,2024-12-26,2024-12-30,5.37,Seur,En tránsito
485,2024-02-15,2024-02-20,13.82,Correos,Entregado
486,2024-09-12,2024-09-16,8.34,GLS,Entregado
487,2023-06-28,2023-06-29,19.88,Seur,Entregado
488,2024-11-23,2024-11-25,12.17,DHL,En tránsito
490,2023-02-02,2023-02-07,19.11,MRW,Incidencia
491,2023-09-26,2023-09-29,16.7,MRW,Entregado
493,2023-10-30,2023-11-04,13.63,MRW,Incidencia
494,2024-06-19,2024-06-23,15.35,GLS,Entregado
495,2023-09-09,2023-09-10,13.57,Correos,Incidencia
496,2023-08-25,2023-08-27,18.59,Correos,Entregado
497,2024-08-26,2024-08-30,5.16,Seur,Entregado
499,2023-09-05,2023-09-07,11.35,Correos,Entregado
501,2025-01-02,2025-01-06,9.92,MRW,Entregado
504,2023-05-02,2023-05-03,16.38,Correos,En tránsito
505,2023-05-24,2023-05-28,13.51,DHL,Entregado
506,2023-04-20,2023-04-21,3.72,Correos,Entregado
507,2023-08-14,2023-08-17,18.28,Correos,Entregado
508,2023-11-24,2023-11-29,5.41,Seur,En tránsito
509,2024-01-21,2024-01-22,14.99,GLS,Entregado
510,2024-02-03,2024-02-08,17.13,MRW,Entregado
511,2024-11-24,2024-11-28,15.8,MRW,En tránsito
514,2023-11-14,2023-11-16,18.07,Seur,En tránsito
515,2024-08-14,2024-08-19,14.74,Seur,Entregado
516,2023-01-08,2023-01-09,7.82,GLS,Entregado
518,2023-09-09,2023-09-12,17.29,DHL,En tránsito
520,2023-09-27,2023-09-28,9.26,DHL,Entregado
523,2024-07-06,2024-07-07,8.56,Seur,En tránsito
524,2024-02-18,2024-02-23,10.91,DHL,Incidencia
525,2024-05-14,2024-05-16,9.99,Seur,Entregado
529,2023-01-27,2023-01-30,9.34,MRW,Entregado
530,2023-07-20,2023-07-22,13.97,GLS,Entregado
532,2024-01-21,2024-01-24,10.81,Correos,En tránsito
533,2024-06-18,2024-06-19,18.24,MRW,Entregado
536,2024-04-17,2024-04-19,9.77,DHL,Entregado
537,2024-07-24,2024-07-27,8.14,DHL,En tránsito
538,2023-10-30,2023-11-04,7.35,Correos,Entregado
539,2024-03-06,2024-03-07,18.55,MRW,Incidencia
540,2023-07-25,2023-07-29,18.34,MRW,Entregado
542,2023-08-26,2023-08-27,8.43,Correos,Incidencia
545,2024-08-11,2024-08-16,2.87,MRW,En tránsito
546,2023-10-10,2023-10-12,15.27,GLS,En tránsito
549,2023-06-15,2023-06-16,7.63,Correos,Incidencia
551,2024-07-12,2024-07-16,6.38,Seur,Entregado
552,2023-03-25,2023-03-27,8.43,DHL,En tránsito
553,2024-07-08,2024-07-09,6.42,DHL,Entregado
554,2024-06-03,2024-06-08,16.24,MRW,Entregado
555,2024-09-30,2024-10-01,2.6,MRW,Entregado
556,2024-11-21,2024-11-22,6.2,Correos,En tránsito
557,2023-07-07,2023-07-10,16.08,Seur,Entregado
559,2023-06-18,2023-06-21,8.23,GLS,Entregado
560,2023-06-05,2023-06-10,12.53,DHL,Entregado
561,2023-11-21,2023-11-22,5.45,GLS,Entregado
562,2023-08-27,2023-08-29,7.52,Correos,Entregado
563,2023-06-13,2023-06-16,4.16,DHL,Entregado
564,2024-10-07,2024-10-11,6.47,Correos,Entregado
566,2024-04-30,2024-05-03,7.28,MRW,En tránsito
567,2024-02-20,2024-02-24,13.99,Correos,Incidencia
568,2024-05-17,2024-05-22,3.69,GLS,Entregado
569,2023-03-04,2023-03-06,17.63,GLS,Entregado
570,2023-06-08,2023-06-09,9.74,DHL,En tránsito
572,2024-06-07,2024-06-11,7.51,Correos,Incidencia
574,2024-01-05,2024-01-09,7.71,Seur,Entregado
576,2024-12-19,2024-12-22,14.48,Seur,En tránsito
578,2023-10-08,2023-10-09,17.36,MRW,Incidencia
579,2023-08-09,2023-08-11,10.26,GLS,Entregado
581,2023-12-26,2023-12-30,2.87,Correos,Entregado
582,2024-01-12,2024-01-15,12.4,MRW,Entregado
583,2023-03-23,2023-03-27,9.51,Seur,Entregado
584,2024-08-08,2024-08-12,19.01,GLS,En tránsito
585,2023-01-19,2023-01-20,19.4,MRW,Entregado
586,2023-03-03,2023-03-04,7.8,Seur,En tránsito
587,2024-02-07,2024-02-08,13.99,DHL,Incidencia
588,2023-04-12,2023-04-15,9.89,DHL,Entregado
589,2023-10-07,2023-10-12,14.31,MRW,En tránsito
592,2023-11-23,2023-11-25,12.51,Seur,Incidencia
593,2024-02-12,2024-02-13,9.61,GLS,Incidencia
594,2023-12-27,2023-12-30,7.09,Seur,Entregado
595,2023-06-01,2023-06-02,10.76,GLS,Entregado
598,2024-08-17,2024-08-22,17.62,GLS,Entregado
601,2024-10-17,2024-10-22,4.75,Correos,Entregado
603,2024-07-12,2024-07-16,18.34,Correos,Incidencia
605,2024-06-30,2024-07-05,11.03,GLS,Incidencia
607,2023-08-13,2023-08-16,12.67,MRW,Entregado
609,2023-11-16,2023-11-17,19.78,MRW,Entregado
610,2024-04-26,2024-04-30,9.97,DHL,Entregado
611,2023-05-24,2023-05-26,4.61,Correos,Entregado
612,2023-11-29,2023-12-04,19.6,Correos,En tránsito
613,2023-04-23,2023-04-27,9.92,Correos,Incidencia
614,2024-06-20,2024-06-22,13.38,Seur,En tránsito
615,2023-10-09,2023-10-14,17.3,MRW,Entregado
617,2023-01-27,2023-01-30,10.07,DHL,Entregado
620,2023-11-16,2023-11-19,2.83,MRW,Entregado
621,2024-05-03,2024-05-07,6.18,MRW,Incidencia
623,2024-01-02,2024-01-06,15.97,Seur,Entregado
624,2023-11-21,2023-11-26,9.74,DHL,Entregado
628,2024-02-04,2024-02-09,9.57,MRW,Entregado
630,2023-11-06,2023-11-07,6.18,Correos,En tránsito
631,2024-12-06,2024-12-10,8.43,MRW,Entregado
632,2024-01-18,2024-01-20,12.02,MRW,Entregado
633,2024-07-11,2024-07-13,5.84,Seur,Entregado
634,2023-11-15,2023-11-16,8.65,GLS,Incidencia
636,2023-03-24,2023-03-26,3.19,Correos,Entregado
637,2024-08-27,2024-08-28,18.17,DHL,Entregado
638,2023-11-20,2023-11-22,10.06,Seur,Entregado
639,2024-10-04,2024-10-05,10.04,Correos,En tránsito
640,2023-06-22,2023-06-23,16.69,Seur,Incidencia
641,2024-02-26,2024-03-02,8.87,Seur,Entregado
642,2023-09-21,2023-09-26,19.7,Seur,Entregado
644,2024-09-01,2024-09-03,8.84,Seur,En tránsito
647,2024-12-11,2024-12-14,6.11,MRW,Entregado
648,2024-01-22,2024-01-27,2.93,GLS,Entregado
649,2023-02-28,2023-03-05,2.93,GLS,Entregado
650,2023-08-02,2023-08-03,5.47,Seur,Incidencia
651,2024-09-22,2024-09-26,11.1,MRW,Entregado
653,2023-02-17,2023-02-20,13.79,GLS,Entregado
654,2024-08-07,2024-08-09,9.64,Seur,Entregado
656,2024-07-08,2024-07-13,19.17,Seur,Incidencia
657,2024-07-01,2024-07-02,15.14,DHL,Entregado
660,2024-04-03,2024-04-07,5.92,MRW,Entregado
661,2023-01-15,2023-01-19,8.84,GLS,Entregado
