id,fecha,cliente_id,producto_id,cantidad
200,2025-08-29,190,109,1
201,2024-02-08,231,67,1
202,2025-02-13,335,100,1
203,2024-08-30,91,79,1
204,2025-10-26,338,112,2
205,2025-10-12,341,17,1
206,2024-10-08,34,96,2
207,2025-05-09,29,8,2
208,2025-06-19,271,8,3
209,2024-01-17,281,95,1
210,2024-04-28,70,99,1
211,2024-10-17,121,58,1
212,2024-02-28,151,56,1
213,2025-04-20,149,91,2
214,2024-09-04,194,41,2
215,2024-06-09,106,38,1
216,2024-11-08,300,41,1
217,2025-02-01,298,49,2
218,2024-02-16,59,11,2
219,2024-08-10,369,119,1
220,2024-08-13,98,59,4
221,2025-12-02,236,53,1
222,2025-01-01,61,95,2
223,2024-12-25,44,105,3
224,2025-10-07,361,87,1
225,2025-04-07,116,1,3
226,2024-12-06,178,55,1
227,2025-08-02,264,2,1
228,2024-10-18,73,12,1
229,2024-03-04,81,10,1
230,2025-04-27,318,34,3
231,2024-06-09,243,102,2
232,2025-09-21,168,112,2
233,2025-07-03,325,112,1
234,2025-01-24,19,44,2
235,2024-10-27,33,85,1
236,2025-08-25,223,93,1
237,2025-11-06,308,91,1
238,2025-08-20,351,110,1
239,2024-01-05,332,78,1
240,2024-05-31,24,82,1
241,2025-01-24,155,92,2
242,2025-09-27,319,34,1
243,2024-07-24,213,69,1
244,2025-01-24,183,72,1
245,2024-01-17,342,99,1
246,2024-04-22,206,102,1
247,2025-05-19,139,34,1
248,2025-10-09,227,111,1
249,2025-12-01,41,25,1
250,2025-09-21,324,43,1
251,2024-10-18,177,26,1
252,2024-02-28,192,93,2
253,2024-06-04,65,37,1
254,2025-07-30,208,20,1
255,2024-04-20,83,89,1
256,2025-06-15,56,66,1
257,2025-12-15,48,99,2
258,2024-05-06,105,108,2
259,2025-07-25,269,109,2
260,2025-07-14,53,88,1
261,2024-02-16,237,112,1
262,2024-09-02,260,114,2
263,2025-10-16,303,112,2
264,2025-01-06,207,103,1
265,2025-09-09,237,49,1
266,2024-11-16,240,65,1
267,2024-04-15,111,114,2
268,2024-11-15,284,15,1
269,2024-08-23,33,99,2
270,2024-03-08,111,102,2
271,2024-08-25,113,26,1
272,2024-08-19,169,93,1
273,2024-02-10,249,99,2
274,2024-04-01,348,62,1
275,2024-02-20,214,43,1
276,2025-01-18,160,83,1
277,2024-09-19,388,31,2
278,2024-06-03,47,57,1
279,2025-10-02,62,11,1
280,2024-04-15,117,72,3
281,2024-06-15,64,75,1
282,2025-10-04,140,102,1
283,2025-02-21,119,66,1
284,2024-08-19,147,32,1
285,2025-08-28,307,83,1
286,2024-01-22,94,17,2
287,2024-01-29,244,82,2
288,2024-01-11,385,57,1
289,2025-08-30,299,20,2
290,2024-06-22,272,84,2
291,2025-02-21,375,66,2
292,2025-07-14,81,25,3
293,2025-07-04,12,46,1
294,2025-11-11,146,58,3
295,2025-12-11,281,13,1
296,2024-07-11,91,95,1
297,2025-07-24,126,41,1
298,2024-09-08,139,118,1
299,2025-04-01,319,95,2
300,2024-06-20,222,67,1
301,2025-10-05,185,40,2
302,2024-11-28,249,44,1
303,2025-06-26,156,54,1
304,2024-02-09,146,59,2
305,2024-08-21,192,70,1
306,2025-05-26,321,105,1
307,2025-12-15,116,119,1
308,2024-10-09,193,57,2
309,2024-04-30,116,48,1
310,2024-06-23,367,31,2
311,2024-09-13,285,29,1
312,2024-11-13,194,90,1
313,2024-11-21,186,57,2
314,2024-03-07,81,4,1
315,2025-04-11,294,107,1
316,2025-04-13,224,81,4
317,2024-07-28,133,10,2
318,2024-08-11,387,39,1
319,2025-11-08,194,42,3
320,2025-10-09,152,101,1
321,2024-03-13,263,2,4
322,2024-06-10,189,47,1
323,2024-09-04,257,68,1
324,2025-09-05,187,3,1
325,2024-12-27,164,68,1
326,2024-11-29,344,117,3
327,2025-10-05,63,105,2
328,2025-06-11,208,110,4
329,2024-07-02,42,64,2
330,2025-04-25,211,34,2
331,2025-10-25,110,73,1
332,2024-04-03,399,34,1
333,2024-01-16,84,77,1
334,2024-11-27,316,82,1
335,2024-07-24,356,60,2
336,2024-07-06,316,106,1
337,2024-02-15,192,63,1
338,2025-01-12,364,9,1
339,2024-09-02,283,100,1
340,2024-06-21,279,21,1
341,2024-01-10,22,110,1
342,2024-10-31,273,74,1
343,2025-01-08,267,112,1
344,2024-11-11,295,48,1
345,2025-03-22,89,19,1
346,2025-03-09,189,86,1
347,2025-06-23,133,57,1
348,2024-09-09,116,75,1
349,2024-04-30,267,61,1
350,2024-08-31,281,119,1
351,2024-06-03,216,116,2
352,2024-07-06,14,59,1
353,2024-05-19,74,36,4
354,2024-04-17,317,37,1
355,2024-12-13,59,56,1
356,2024-12-11,13,94,1
357,2025-02-06,86,120,1
358,2025-05-11,322,21,1
359,2024-06-19,398,107,1
360,2025-01-24,309,120,4
361,2024-06-28,140,11,1
362,2025-11-11,145,119,1
363,2025-05-02,227,11,1
364,2025-10-24,36,58,1
365,2025-12-11,298,64,1
366,2024-08-04,271,44,2
367,2025-01-04,342,71,2
368,2025-01-05,215,9,1
369,2025-12-29,92,59,1
370,2024-06-12,379,5,1
371,2025-10-19,102,32,1
372,2024-12-21,199,36,1
373,2024-09-03,260,21,1
374,2025-06-18,305,65,2
375,2025-10-26,159,5,2
376,2025-06-17,103,44,2
377,2024-01-10,350,39,2
378,2025-06-11,381,66,1
379,2025-02-23,189,17,1
380,2024-09-01,272,89,1
381,2025-10-29,257,90,2
382,2025-12-16,391,42,1
383,2025-07-28,294,53,2
384,2025-04-29,231,63,1
385,2025-09-03,291,70,1
386,2025-08-01,56,53,1
387,2024-06-28,41,44,1
388,2024-06-28,87,35,1
389,2024-12-16,116,93,1
390,2025-09-02,65,4,1
391,2024-07-11,115,54,1
392,2024-04-29,91,17,1
393,2025-01-17,164,31,1
394,2024-05-10,123,82,2
395,2024-08-30,107,67,1
396,2024-03-20,2,76,2
397,2025-12-17,160,2,2
398,2025-01-03,280,88,1
399,2025-12-13,60,9,1
400,2024-01-26,138,91,1
401,2024-08-10,387,26,1
402,2024-02-13,389,67,2
403,2025-09-27,187,43,1
404,2024-01-30,384,58,2
405,2025-03-12,7,37,2
406,2025-07-06,282,115,2
407,2024-05-18,26,34,1
408,2025-07-04,86,55,1
409,2025-04-02,303,79,1
410,2024-11-25,349,48,1
411,2025-07-28,241,103,2
412,2025-03-24,87,119,3
413,2024-01-11,266,12,1
414,2025-01-13,390,83,2
415,2025-03-14,192,117,2
416,2025-12-12,361,118,3
417,2024-04-10,315,97,2
418,2024-03-07,54,113,1
419,2024-04-14,140,98,1
420,2025-11-10,188,44,1
421,2025-11-26,10,43,1
422,2025-06-01,10,118,1
423,2024-02-09,82,114,1
424,2024-06-13,271,20,1
425,2025-08-31,380,32,1
426,2025-04-21,6,103,1
427,2025-12-13,102,12,1
428,2025-03-21,251,52,3
429,2025-07-13,247,87,1
430,2024-12-25,248,9,1
431,2024-10-27,338,42,2
432,2024-01-27,372,27,1
433,2024-12-23,40,75,3
434,2024-10-10,287,112,2
435,2025-10-01,213,26,2
436,2024-09-15,243,80,2
437,2024-12-20,294,109,1
438,2025-08-17,217,108,1
439,2024-01-26,39,9,2
440,2024-02-13,355,101,1
441,2025-05-06,27,58,1
442,2024-02-09,134,96,1
443,2025-04-11,201,37,1
444,2025-11-06,51,59,1
445,2024-05-12,374,72,1
446,2025-12-25,350,30,2
447,2025-03-21,61,103,1
448,2025-04-03,185,83,1
449,2025-09-16,289,32,1
450,2025-09-22,52,111,1
451,2024-01-12,322,74,1
452,2024-08-17,14,2,3
453,2025-03-20,115,119,1
454,2025-05-13,281,30,1
455,2024-06-18,395,57,1
456,2025-01-17,123,31,1
457,2025-01-10,327,43,1
458,2024-07-20,287,41,1
459,2024-02-08,147,97,1
460,2025-05-30,83,95,1
461,2024-03-25,363,3,1
462,2025-07-21,280,107,1
463,2024-04-03,105,46,3
464,2025-10-08,70,83,1
465,2024-05-22,158,72,1
466,2025-06-22,207,25,1
467,2024-12-04,304,52,3
468,2024-09-14,310,61,1
469,2025-12-24,302,68,1
470,2025-06-22,86,30,1
471,2025-11-07,70,24,1
472,2025-01-27,48,57,1
473,2025-05-09,29,8,3
474,2024-07-19,194,22,1
475,2024-04-27,221,109,3
476,2024-10-31,267,22,1
477,2025-02-05,130,18,1
478,2025-01-16,233,62,1
479,2025-02-12,57,65,2
480,2024-01-12,376,53,1
481,2024-06-07,347,78,1
482,2025-05-16,77,1,1
483,2025-12-24,182,50,1
484,2025-04-06,289,95,1
485,2025-02-15,144,76,1
486,2025-09-12,150,38,1
487,2024-06-27,272,7,1
488,2025-11-22,231,75,2
489,2025-01-08,382,111,1
490,2024-02-01,271,95,1
491,2024-09-26,165,6,1
492,2024-06-20,287,11,1
493,2024-10-28,348,66,1
494,2025-06-18,355,114,1
495,2024-09-09,136,48,1
496,2024-08-23,372,21,1
497,2025-08-24,236,84,1
498,2024-12-24,42,31,2
499,2024-09-04,302,36,1
500,2024-08-05,400,98,2
501,2025-12-31,261,23,3
502,2025-10-09,151,17,1
503,2025-02-09,304,53,2
504,2024-05-02,165,6,1
505,2024-05-22,156,89,1
506,2024-04-19,62,112,1
507,2024-08-14,232,35,1
508,2024-11-22,100,1,1
509,2025-01-20,216,18,4
510,2025-02-03,155,112,2
511,2025-11-24,158,67,1
512,2025-09-16,319,35,1
513,2024-02-26,6,24,1
514,2024-11-12,255,90,1
515,2025-08-14,292,119,1
516,2024-01-06,84,55,2
517,2024-11-27,321,30,2
518,2024-09-07,150,99,1
519,2024-02-24,229,87,1
520,2024-09-26,176,92,1
521,2025-03-12,30,29,1
522,2024-03-13,122,62,1
523,2025-07-06,134,57,3
524,2025-02-18,234,100,1
525,2025-05-13,221,113,1
526,2025-04-03,87,48,2
527,2025-01-16,162,89,4
528,2024-03-08,190,117,1
529,2024-01-27,157,108,1
530,2024-07-20,46,80,1
531,2024-02-28,172,108,1
532,2025-01-20,392,113,1
533,2025-06-17,220,97,4
534,2024-08-14,235,114,2
535,2024-10-31,12,60,2
536,2025-04-16,240,53,1
537,2025-07-24,284,7,1
538,2024-10-29,280,85,1
539,2025-03-06,167,78,1
540,2024-07-23,40,56,1
541,2025-05-13,301,55,1
542,2024-08-26,233,6,1
543,2024-11-10,69,88,1
544,2025-01-24,383,28,2
545,2025-08-11,281,106,2
546,2024-10-08,9,104,1
547,2025-09-13,164,79,1
548,2025-02-11,346,26,3
549,2024-06-14,22,35,1
550,2024-11-06,184,87,2
551,2025-07-12,32,10,1
552,2024-03-24,82,108,1
553,2025-07-06,360,7,1
554,2025-06-02,75,107,1
555,2025-09-29,135,15,1
556,2025-11-19,187,48,1
557,2024-07-06,318,30,3
558,2024-06-04,102,66,2
559,2024-06-18,36,2,1
560,2024-06-05,197,26,2
561,2024-11-19,235,74,1
562,2024-08-26,28,96,2
563,2024-06-11,85,103,1
564,2025-10-07,7,66,1
565,2025-08-05,127,91,2
566,2025-04-30,318,53,1
567,2025-02-18,43,90,1
568,2025-05-16,136,86,1
569,2024-03-04,334,118,1
570,2024-06-08,238,29,1
571,2025-01-10,230,64,2
572,2025-06-06,150,38,3
573,2024-06-05,217,87,1
574,2025-01-05,85,107,1
575,2025-02-24,363,112,2
576,2025-12-18,166,94,1
577,2025-03-09,113,5,2
578,2024-10-08,393,47,1
579,2024-08-07,380,39,1
580,2024-03-24,291,22,3
581,2024-12-24,306,46,2
582,2025-01-10,22,18,2
583,2024-03-22,400,82,1
584,2025-08-07,45,30,1
585,2024-01-17,213,112,1
586,2024-03-01,181,77,1
587,2025-02-07,242,58,1
588,2024-04-11,381,36,2
589,2024-10-06,38,95,1
590,2024-07-01,185,49,1
591,2025-05-12,97,83,3
592,2024-11-22,148,14,2
593,2025-02-10,384,107,2
594,2024-12-26,382,68,1
595,2024-05-30,138,55,1
596,2025-03-17,367,18,2
597,2025-11-22,145,41,1
598,2025-08-17,40,111,1
599,2025-03-02,332,52,2
600,2025-03-25,295,118,1
601,2025-10-15,85,73,1
602,2025-03-13,275,109,1
603,2025-07-11,369,103,1
604,2025-04-06,93,22,1
605,2025-06-28,318,43,1
606,2025-12-20,362,47,1
607,2024-08-11,122,38,1
608,2025-12-11,362,120,1
609,2024-11-15,399,23,1
610,2025-04-24,189,65,1
611,2024-05-22,20,94,2
612,2024-11-27,339,34,3
613,2024-04-22,190,10,1
614,2025-06-19,368,79,1
615,2024-10-09,304,69,2
616,2024-03-16,46,101,1
617,2024-01-27,7,44,1
618,2024-01-22,32,100,2
619,2025-04-10,103,100,1
620,2024-11-16,267,76,1
621,2025-05-02,266,90,1
622,2025-08-28,312,41,1
623,2024-12-31,180,16,1
624,2024-11-19,328,67,1
625,2025-06-27,65,3,1
626,2024-10-05,75,80,2
627,2025-02-07,342,85,1
628,2025-02-02,349,81,1
629,2025-01-06,338,92,1
630,2024-11-05,120,112,1
631,2025-12-06,275,86,1
632,2025-01-18,95,104,1
633,2025-07-09,363,49,2
634,2024-11-14,284,108,1
635,2024-03-04,52,17,1
636,2024-03-24,387,79,1
637,2025-08-27,328,29,1
638,2024-11-20,67,7,2
639,2025-10-04,293,15,1
640,2024-06-22,124,86,1
641,2025-02-25,112,101,1
642,2024-09-20,315,83,1
643,2024-12-17,290,16,1
644,2025-08-30,328,117,1
645,2025-05-23,200,10,1
646,2024-11-01,271,96,1
647,2025-12-11,385,101,1
648,2025-01-21,128,22,1
649,2024-02-26,318,16,1
650,2024-07-31,172,74,1
651,2025-09-20,120,15,1
652,2025-08-21,332,107,1
653,2024-02-17,382,48,1
654,2025-08-06,360,102,2
655,2025-12-21,343,24,1
656,2025-07-07,389,12,1
657,2025-06-30,230,54,1
658,2024-04-11,194,3,1
659,2025-01-18,112,5,1
660,2025-04-01,160,60,1
661,2024-01-13,16,33,1
662,2025-07-13,365,37,1
663,2025-11-30,248,46,2
664,2024-12-31,359,70,1
665,2024-11-11,291,110,1
666,2024-07-07,382,37,2
667,2024-08-18,128,53,1
668,2025-04-17,81,19,1
669,2024-12-22,89,22,2
670,2025-06-19,397,37,2
671,2024-02-20,13,99,1
672,2025-06-25,304,10,1
673,2024-07-14,28,47,1
674,2025-05-13,206,3,1
675,2024-12-15,175,15,1
676,2024-05-27,144,21,1
677,2024-07-11,216,29,4
678,2024-08-30,131,94,1
679,2025-05-16,151,92,1
680,2025-11-05,182,22,1
681,2024-01-21,305,118,2
682,2025-05-24,103,49,1
683,2025-08-13,369,43,3
684,2025-06-05,266,69,2
685,2024-02-22,347,95,1
686,2025-04-30,396,59,2
687,2025-08-01,295,64,1
688,2024-12-20,248,38,1
689,2024-11-10,398,69,1
690,2025-06-27,49,20,1
691,2024-12-07,368,69,1
692,2025-05-20,243,113,1
693,2025-12-26,301,86,2
694,2025-07-10,363,120,2
695,2025-08-13,259,83,1
696,2024-03-31,127,50,1
697,2025-05-26,338,118,1
698,2024-09-09,146,37,1
699,2025-11-30,10,113,2
700,2025-03-20,125,58,1
701,2025-01-12,245,48,1
702,2024-05-12,96,4,2
703,2025-09-17,184,71,1
704,2024-06-27,244,9,1
705,2024-11-18,184,57,3
706,2025-06-01,2,58,2
707,2025-02-26,131,91,1
708,2025-10-28,320,118,1
709,2025-01-12,77,45,1
710,2025-07-02,76,114,1
711,2025-01-14,327,82,2
712,2024-03-17,193,115,2
713,2025-03-10,340,38,1
714,2025-03-23,377,31,2
715,2025-05-19,100,103,1
716,2025-12-17,80,17,1
717,2025-02-24,399,77,1
718,2025-09-07,137,1,1
719,2024-09-25,120,55,1
720,2024-04-23,102,69,1
721,2025-03-20,24,2,1
722,2025-10-15,115,105,1
723,2025-11-18,344,57,1
724,2024-04-24,211,73,1
725,2024-06-05,387,60,1
726,2024-11-22,15,68,2
727,2024-04-13,310,32,1
728,2025-08-26,183,15,1
729,2025-02-16,98,34,1
730,2025-02-01,11,74,1
731,2024-05-12,212,47,1
732,2025-09-06,143,45,1
733,2025-09-11,197,114,2
734,2025-10-04,296,13,1
735,2024-03-30,145,30,1
736,2025-05-27,211,66,2
737,2024-07-25,88,5,1
738,2024-02-08,237,17,2
739,2024-03-11,265,57,1
740,2024-03-11,191,41,1
741,2024-08-27,179,37,1
742,2024-10-21,23,105,1
743,2024-08-19,282,32,2
744,2024-10-07,349,60,1
745,2025-05-21,70,32,2
746,2024-01-26,154,112,2
747,2025-08-30,333,65,2
748,2025-02-03,183,7,1
749,2025-08-30,47,51,2
750,2024-07-23,146,66,1
751,2025-07-21,88,88,1
752,2024-08-10,81,14,1
753,2024-12-24,383,51,2
754,2025-12-14,391,63,1
755,2024-04-01,58,67,1
756,2024-06-07,139,19,1
757,2024-08-24,394,89,1
758,2025-06-26,169,105,1
759,2024-03-31,9,27,1
760,2025-03-08,309,64,2
761,2025-02-10,147,11,1
762,2024-05-30,364,118,2
763,2024-07-01,59,117,2
764,2024-08-18,231,35,1
765,2024-12-17,225,86,1
766,2025-02-28,126,69,1
767,2025-07-05,60,32,3
768,2024-09-10,263,13,1
769,2024-03-04,12,74,3
770,2024-10-09,258,66,1
771,2025-10-29,142,111,2
772,2025-10-16,339,77,1
773,2024-03-20,70,69,1
774,2024-05-26,98,32,1
775,2025-11-29,298,90,1
776,2025-11-25,219,80,1
777,2025-04-02,113,92,1
778,2024-03-20,156,111,2
779,2024-08-23,267,28,1
780,2024-04-26,124,8,2
781,2024-01-11,133,50,1
782,2025-09-23,152,113,1
783,2024-06-17,278,108,2
784,2025-09-15,264,83,1
785,2025-11-10,223,69,2
786,2025-03-27,159,69,1
787,2025-02-28,213,81,1
788,2024-11-13,394,45,1
789,2024-06-18,198,87,1
790,2024-02-20,240,62,1
791,2025-10-31,25,21,1
792,2024-01-15,267,6,1
793,2025-12-04,122,68,1
794,2024-04-02,288,26,1
795,2025-09-26,271,75,1
796,2024-08-11,153,85,1
797,2024-04-23,88,20,2
798,2024-01-19,332,41,2
799,2024-04-30,159,26,1
800,2025-08-29,315,89,1
801,2025-08-15,253,45,1
802,2025-07-27,184,28,1
803,2024-07-19,107,94,1
804,2024-05-16,399,116,1
805,2024-06-04,72,93,1
806,2024-05-14,380,3,1
807,2024-08-15,260,102,1
808,2024-11-13,82,86,1
809,2024-06-29,322,61,1
810,2024-12-21,228,28,2
811,2025-11-25,377,76,1
812,2025-09-27,116,51,1
813,2024-06-15,48,49,1
814,2025-08-26,130,19,1
815,2024-02-01,45,67,2
816,2024-04-07,74,30,1
817,2025-10-22,360,26,1
818,2024-07-26,56,42,1
819,2025-08-16,259,77,1
820,2025-06-05,221,107,1
821,2025-11-19,186,51,3
822,2024-09-07,315,112,2
823,2025-02-11,151,23,1
824,2025-06-20,14,8,1
825,2025-03-09,41,2,3
826,2025-03-10,159,44,2
827,2025-10-07,296,67,2
828,2024-04-12,132,106,1
829,2024-09-25,338,82,1
830,2024-04-14,337,80,3
831,2025-02-07,371,89,1
832,2025-08-11,134,101,1
833,2025-11-23,250,106,2
834,2024-01-02,328,9,1
835,2024-07-02,62,67,1
836,2024-01-21,181,85,1
837,2025-06-01,140,107,2
838,2024-04-17,7,70,2
839,2024-07-02,171,94,1
840,2024-10-12,325,18,1
841,2025-06-16,172,12,1
842,2025-11-19,296,37,1
843,2024-10-07,207,17,1
844,2025-02-16,10,108,1
845,2025-06-05,147,107,1
846,2024-06-17,363,120,1
847,2024-12-13,288,70,1
848,2024-02-14,192,77,1
849,2024-04-10,183,21,1
850,2025-03-01,156,49,2
851,2025-12-06,90,34,1
852,2024-10-09,381,25,1
853,2024-11-15,150,99,2
854,2025-05-11,83,50,1
855,2025-08-05,347,7,1
856,2024-12-25,87,46,1
857,2025-12-21,95,93,2
858,2025-09-13,164,120,1
859,2025-08-01,164,22,1
860,2025-12-11,194,17,2
861,2025-04-13,49,31,2
862,2025-07-10,65,32,2
863,2024-07-28,270,7,2
864,2025-12-23,315,21,2
865,2024-05-17,94,112,1
866,2024-08-01,71,44,1
867,2025-01-23,256,2,2
868,2025-03-04,293,68,2
869,2025-10-21,49,16,1
870,2025-03-06,267,83,2
871,2024-07-05,269,33,1
872,2025-05-31,84,53,1
873,2025-12-21,388,105,1
874,2025-12-17,54,71,1
875,2025-07-24,320,41,2
876,2024-12-28,266,9,1
877,2024-10-23,46,24,2
878,2025-08-11,178,102,1
879,2024-10-31,150,89,1
880,2025-09-12,359,30,1
881,2024-12-01,202,27,1
882,2024-11-27,291,10,2
883,2024-10-27,310,63,1
884,2025-02-28,171,70,2
885,2024-04-29,201,53,2
886,2024-03-08,391,40,1
887,2025-03-28,192,26,1
888,2025-12-29,228,90,1
889,2025-07-27,198,13,1
890,2025-12-03,90,22,2
891,2024-10-01,323,53,1
892,2025-06-08,216,59,2
893,2024-08-04,172,75,2
894,2024-02-26,129,51,1
895,2024-02-27,222,17,1
896,2025-02-14,245,120,1
897,2025-08-13,144,101,1
898,2025-02-17,355,107,2
899,2024-01-20,198,94,1
900,2025-12-29,64,17,1
901,2025-03-02,193,56,1
902,2024-04-06,157,70,4
903,2024-08-10,266,101,1
904,2024-04-02,240,65,2
905,2024-09-10,150,45,1
906,2025-05-18,260,12,1
907,2025-07-17,161,32,1
908,2025-06-27,356,110,3
909,2025-06-17,51,118,1
910,2025-01-23,226,119,1
911,2025-12-14,31,38,1
912,2025-11-25,234,108,1
913,2024-07-09,92,46,2
914,2025-03-10,308,56,1
915,2025-02-06,327,64,2
916,2025-09-12,122,113,1
917,2025-08-19,277,38,1
918,2025-04-12,353,30,1
919,2024-03-13,250,60,2
920,2024-01-05,326,86,1
921,2025-08-12,88,38,3
922,2024-11-26,69,15,1
923,2025-06-12,393,69,1
924,2025-02-02,365,80,1
925,2025-07-09,217,14,1
926,2024-10-18,366,14,1
927,2024-12-08,178,42,1
928,2025-03-18,339,84,1
929,2025-09-13,147,66,1
930,2024-03-11,350,79,2
